[HC2000],sepHC_Kim,ra_1,dec_1,ID_Kim,ra_2,dec_2,mualpha,mualpha_err,mudelta,mudelta_err,Nepochs,dT,mag139,flag,RAJ2000_1,DECJ2000,RAJ2000_2,DEJ2000,l_Kmag,Kmag,l_Hmag,Hmag,e_Kmag,e_Hmag,OptID,AltID,sepHC_daRio,ra,dec,ID_daRio,RAh,RAm,RAs,DE-,DEd,DEm,DEs,logT,Temp(daRio),e_logT,logL,e_logL,AV,e_AV,f_BMass,BMass,e_BMass,l_logBA,logBA,e_logBA,DMass,e_DMass,logDA,e_logDA,Temp_daRio,Temp_us,eTemp_us,eTemp_us_STD,RV_us,RVe_us,RVe_us_STD,vsini_us,vsinie_us,vsinie_us_STD,sepHC_APOGEE,veiling_O32,veiling_O33,2MASS,ra_apogee,dec_apogee,RV_apogee,RVe_apogee,Temp_apogee,eTemp_apogee,raT,decT,RV_tobin,RVe_tobin,ID
468,0.1324524062,83.83398878,-5.3745205,580,83.83398878,-5.3745205,0.28,0.13,0.55,0.16,2,16.3,13.6,,83.83398757,-5.374522857,05 35 20.16,-05 22 28.4,,11.88,,12.798,0.005,0.006,9261,,0.1797292424,83.83395833,-5.374527778,934,5,35,20.15,-,5,22,28.3,3.474,,0.004,-0.748,0.08,3.49,0.483,~,0.091,,<,6,,0.127,0.003,5.388,0.122,2978.516429,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

469,0.063517497,83.82323228,-5.37438913,388,83.82323228,-5.37438913,0.11,0.03,-0.55,0.36,3,17,16.78,,83.8232318,-5.374386762,05 35 17.58,-05 22 27.8,,14.743,,15.635,0.06,0.043,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

470,0.1023238043,83.84659775,-5.37454708,623,83.84659775,-5.37454708,-0.28,0.19,-0.09,0.21,2,11,13.42,,83.84659896,-5.374546692,05 35 23.19,-05 22 28.4,,10.836,,12.139,0.002,0.004,9309,,0.314976828,83.84654167,-5.374527778,916,5,35,23.17,-,5,22,28.3,3.532,,0.011,-0.443,0.123,7.744,0.577,,0.43,0.092,,6.145,0.106,0.23,0.035,5.874,0.249,3404.081897,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

471,0.1044536302,83.8056848,-5.37392733,53,83.8056848,-5.37392733,2.45,0.36,1.29,0.33,8,14.5,12.51,,83.8056742,-5.373932884,05 35 13.37,-05 22 26.2,,11.55,,12.27,0.011,0.005,404,LBLS-c,0.4590466291,83.80558333,-5.373916667,118,5,35,13.34,-,5,22,26.1,3.515,,0.001,-0.688,0.021,0.964,0.09,,0.29,0.008,,6.18,0.025,0.191,0.003,6.025,0.017,3273.406949,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

472,0.04150530747,83.8451775,-5.37417074,336,83.8451775,-5.37417074,1.89,0.46,0.35,0.4,3,16.9,13.8,,83.84516933,-5.374172247,05 35 22.84,-05 22 27.0,,11.924,,12.812,0.005,0.006,9307,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

473,0.06757795288,83.79577554,-5.37354583,127,83.79577554,-5.37354583,-0.51,0.18,-1.04,0.11,4,16.3,13.12,,83.79577771,-5.373541426,05 35 10.99,-05 22 24.8,,11.33,,11.918,0.006,0.005,OW-110-225,,0.298681588,83.79570833,-5.373555556,152,5,35,10.97,-,5,22,24.8,3.519,,0.006,-0.628,0.063,3.77,0.276,,0.317,0.035,,6.17,0.082,0.196,0.016,5.989,0.103,3303.69541,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

474,0.08284101015,83.83346259,-5.37400516,24,83.83346259,-5.37400516,0.31,0.03,-1.6,0.14,3,16.3,13.54,,83.83346125,-5.373998271,05 35 20.03,-05 22 26.5,,12.06,,12.822,0.005,0.004,630,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

475,0.01371733215,83.81408083,-5.37371934,12,83.81408083,-5.37371934,1.64,0.66,-0.62,1.74,6,14,11.81,,83.81407374,-5.37371667,05 35 15.38,-05 22 25.4,,9.995,,10.821,0.009,0.005,472a/b,LBLS-z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

476,0.311748448,83.81389023,-5.3736128,246,83.81389023,-5.3736128,0.87,0.43,-1.51,0.47,6,16.4,12.88,,83.81388661,-5.373606536,05 35 15.35,-05 22 25.2,>,10.053,>,11.038,0.013,0.008,9096,,0.4906363214,83.81383333,-5.373611111,962,5,35,15.32,-,5,22,25,3.53,,0.006,-0.875,0.133,-0.05,0.516,,0.343,0.039,,6.61,0.193,0.248,0.023,6.357,0.192,3388.441561,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

477,0.1252985761,83.83764907,-5.37366437,86,83.83764907,-5.37366437,-1.02,0.09,1.41,0.72,3,16.3,13.29,,83.83765348,-5.373670441,05 35 21.04,-05 22 25.3,,11.443,,12.346,0.005,0.006,9275,,0.4590468086,83.83754167,-5.373666667,939,5,35,21.01,-,5,22,25.2,3.527,,0.004,-0.879,0.042,3.46,0.182,,0.324,0.027,,6.565,0.073,0.237,0.015,6.316,0.06,3365.115694,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

478,0.09075838924,83.81335167,-5.37335131,22,83.81335167,-5.37335131,-1.26,0.05,0.38,0.11,4,14,11.26,,83.81335712,-5.373352946,05 35 15.21,-05 22 24.1,,10.34,,10.797,0.009,0.004,467,,0.4590470479,83.81325,-5.373333333,959,5,35,15.18,-,5,22,24,3.609,,0.01,-0.199,0.066,1.027,0.306,,1.106,0.083,,6.785,0.041,0.525,0.034,6.049,0.053,4064.433292,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

479,0.1131479875,83.81792831,-5.37332362,349,83.81792831,-5.37332362,-0.5,0.08,-0.73,0.2,4,12.1,14.13,,83.81793047,-5.373320477,05 35 16.31,-05 22 24.0,,12.004,,13.282,0.033,0.021,9138,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

480,0.1277129228,83.86021438,-5.37383427,277,83.86021438,-5.37383427,-1.29,0.09,-1.18,0.08,3,11,14.52,,83.86021996,-5.373829189,05 35 26.46,-05 22 25.8,,11.994,,13.129,0.003,0.004,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

481,0.0734032145,83.85473016,-5.37366161,504,83.85473016,-5.37366161,-0.02,0.22,-0.32,0.28,2,10.5,13.29,,83.85473025,-5.373660232,05 35 25.14,-05 22 25.2,,11.315,,12.203,0.002,0.004,770,,0.2986815336,83.85466667,-5.373666667,907,5,35,25.12,-,5,22,25.2,3.493,,0.004,-0.521,0.032,4.515,0.196,~,0.146,,<,6,,0.141,0.005,5.177,0.052,3111.716337,,,,,,,,,,0.1969657877,,,2M05352512-0522252,83.85469818,-5.373684883,25.7346,0.969564,3116.59,56.0618,-9999,-9999,-9999,-9999,-9999

482,0.1182158323,83.82852479,-5.37305512,20,83.82852479,-5.37305512,0.14,0.2,-0.04,0.15,4,16.9,13.44,,83.82852418,-5.373054948,05 35 18.85,-05 22 23.1,,11.202,,12.29,0.004,0.005,9239/9241,,0.1,83.82854167,-5.373055556,933,5,35,18.85,-,5,22,23,3.523,,0.007,-0.483,0.069,4.682,0.322,,0.37,0.054,,6.075,0.072,0.199,0.021,5.788,0.222,3334.264128,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

483,0.1107555207,83.80726222,-5.37276845,147,83.80726222,-5.37276845,-0.89,0.21,1.08,0.49,7,14.5,11.08,,83.80726607,-5.3727731,05 35 13.75,-05 22 22.0,,9.587,,10.328,0.007,0.004,420,LBLS-g,0.2496051517,83.80725,-5.372722222,119,5,35,13.74,-,5,22,21.8,3.56,,0.01,-0.079,0.076,2.977,0.378,,0.738,0.102,,6.055,0.066,0.279,0.022,5.396,0.124,3630.780548,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

484,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 16.90,-05 22 22.5,,9.515,,9.884,0.003,0.004,529,,0.4590473669,83.82029167,-5.372888889,951,5,35,16.87,-,5,22,22.4,3.585,,0.01,0.059,0.045,0.945,0.217,,1.033,0.106,,6.19,0.064,0.34,0.029,5.543,0.071,3845.91782,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

485,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 16.38,-05 22 22.3,>,12.893,>,13.23,0.067,0.01,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

486,0.07157389947,83.83756598,-5.37301794,630,83.83756598,-5.37301794,0.91,0.16,-2.02,0.08,2,11,14.03,,83.83756204,-5.373009243,05 35 21.02,-05 22 22.9,,12.506,,13.303,0.009,0.006,9274,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

487,0.08585166401,83.80489646,-5.37254275,52,83.80489646,-5.37254275,-0.32,0.3,3.86,0.96,5,14.5,12.41,3,83.80489646,-5.37254275,05 35 13.18,-05 22 21.2,,10.336,,11.382,0.01,0.005,399a/b,LBLS-b,0.3149777579,83.80483333,-5.372527778,972,5,35,13.16,-,5,22,21.1,3.531,,0.003,-0.448,0.037,1.717,0.155,,0.421,0.023,,6.135,0.046,0.225,0.011,5.87,0.071,3396.252726,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

488,0.1622250007,83.81796169,-5.37264267,136,83.81796169,-5.37264267,-0.87,0.13,-1.57,0.16,5,19.4,13.23,,83.81796545,-5.37263591,05 35 16.32,-05 22 21.6,,11.602,,12.538,0.021,0.008,9140,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

489,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 10.71,-05 22 20.3,,13.112,,15.001,0.011,0.014,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

490,0.1248641308,83.81642428,-5.37252046,60,83.81642428,-5.37252046,-2.44,0.34,0.34,0.38,3,14,11.66,,83.81643483,-5.372521924,05 35 15.95,-05 22 21.1,,9.851,,10.949,0.004,0.003,496,,0.1797296554,83.81641667,-5.3725,956,5,35,15.94,-,5,22,21,3.609,,0.01,-0.302,0.049,1.985,0.225,,1.061,0.064,,6.935,0.035,0.582,0.04,6.276,0.023,4064.433292,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

491,0.114745897,83.83111465,-5.37269206,581,83.83111465,-5.37269206,0.35,0.22,-0.75,0.29,2,10.4,13.91,,83.83111315,-5.372688858,05 35 19.47,-05 22 21.8,,12.303,,12.839,0.011,0.012,617,,0.1797296158,83.83108333,-5.372694444,946,5,35,19.46,-,5,22,21.7,3.498,,0.008,-1.007,0.097,2.669,0.447,,0.192,0.034,,6.305,0.136,0.17,0.015,6.255,0.102,3147.748314,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

492,0.181672379,83.83259851,-5.37265142,101,83.83259851,-5.37265142,-0.01,0.57,1.61,0.11,3,14.1,11.99,,83.83259855,-5.372658352,05 35 19.83,-05 22 21.7,,10.201,,11.358,0.003,0.004,624,,0.2496051639,83.83258333,-5.372638889,945,5,35,19.82,-,5,22,21.5,3.55,,0.01,-0.951,0.057,1.017,0.304,,0.491,0.081,,7.05,0.088,0.355,0.064,6.748,0.08,3548.133892,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

493,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 17.34,-05 22 21.2,,13.413,,15.686,0.016,0.037,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

494,0.09757719302,83.82058858,-5.37239007,367,83.82058858,-5.37239007,1.07,0.29,1.04,0.26,4,12.1,13.83,,83.82058408,-5.372394427,05 35 16.94,-05 22 20.7,,11.992,,12.645,0.008,0.008,9158,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

495,0.04297435263,83.80633372,-5.37209918,146,83.80633372,-5.37209918,-0.7,0.14,-1.02,0.32,6,14.5,11.39,,83.80633675,-5.372094788,05 35 13.52,-05 22 19.6,,10.321,,10.927,0.007,0.005,411,LBLS-e,0.1,83.80633333,-5.372083333,970,5,35,13.52,-,5,22,19.5,3.56,,0.01,-0.315,0.048,0.855,0.248,,0.67,0.106,,6.375,0.08,0.33,0.032,5.852,0.012,3630.780548,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

496,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 17.83,-05 22 19.6,,14.162,,15.978,0.017,0.026,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

497,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 07.04,-05 22 16.9,,16.618,,17.492,0.03,0.039,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

498,0.09772122718,83.82897487,-5.37187836,73,83.82897487,-5.37187836,-0.51,0.04,-1.69,0.24,3,14.1,11.69,,83.82897708,-5.371871083,05 35 18.96,-05 22 18.8,,9.966,,10.742,0.002,0.003,9243,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

499,0.08496871642,83.8073931,-5.37149744,704,83.8073931,-5.37149744,0.08,1.27,1.28,2.23,2,4.1,17,,83.80739276,-5.37150284,05 35 13.78,-05 22 17.4,,11.003,,13.125,0.012,0.013,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

500,0.08142425986,83.79389887,-5.37126372,262,83.79389887,-5.37126372,-0.91,0.25,0.89,0.1,5,17,12.83,,83.79390281,-5.371267552,05 35 10.54,-05 22 16.6,,10.953,,11.72,0.002,0.003,,,0,83.79391667,-5.371277778,104,5,35,10.54,-,5,22,16.6,3.503,,0.005,-0.279,0.044,6.266,0.245,~,0.195,,<,6,,0.148,0.007,4.848,0.063,3184.197522,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

501,0.1401338124,83.82509437,-5.37169803,640,83.82509437,-5.37169803,0.19,0.06,-0.13,0.43,2,11,17.65,,83.82509355,-5.371697471,05 35 18.03,-05 22 18.2,,15.069,,16.36,0.067,0.041,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

502,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 26.24,-05 22 19.5,,14.86,,17.92,0.058,0.284,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

503,0.0924921782,83.84268253,-5.37149966,622,83.84268253,-5.37149966,0.29,0.16,-0.73,0.06,2,11,13.94,,83.84268129,-5.371496541,05 35 22.25,-05 22 17.4,,12.261,,12.964,0.003,0.003,9299,,0.1493412979,83.84266667,-5.3715,920,5,35,22.24,-,5,22,17.4,3.47,,0.003,-0.998,0.061,2.892,0.347,~,0.084,,<,6,,0.127,0.003,6.14,0.113,2951.209227,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

504,0.08106525341,83.8139384,-5.37098936,64,83.8139384,-5.37098936,-0.29,0.15,-0.32,0.02,4,14,9.62,,83.81393965,-5.370987985,05 35 15.35,-05 22 15.6,,,,9.208,0.002,0.003,470,LBLS-y,0.4590487423,83.81383333,-5.370972222,989,5,35,15.32,-,5,22,15.5,3.662,,0.01,0.692,0.039,2.838,0.183,,,,,,,0.712,0.19,5.33,0.133,4591.980128,3968.62,124.76,295.39,27.48,0.86,0.78,30.65,1.34,1.86,-9999,4.339,3.794,-9999,-9999,-9999,-9999,-9999,-9999,-9999,83.81391667,-5.370972222,22.8,3.5,0535153-052215

505,0.07239961378,83.80437129,-5.37086912,55,83.80437129,-5.37086912,0,0.04,-0.17,0.37,4,14.5,12.01,,83.80437129,-5.370868388,05 35 13.05,-05 22 15.2,,10.993,,11.443,0.005,0.003,9029,LBLS-a,0.1493414477,83.80441667,-5.370888889,971,5,35,13.06,-,5,22,15.2,3.519,,0.001,-0.485,0.015,1.286,0.067,,0.333,0.015,,6.005,0.019,0.189,0.003,5.619,0.096,3303.69541,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

506,0.04442162434,83.85050588,-5.37121136,635,83.85050588,-5.37121136,-1.13,0.09,-0.85,0.26,2,11,16.54,,83.85051077,-5.3712077,05 35 24.12,-05 22 16.4,,14.064,,15.377,0.007,0.011,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

507,0.05303842328,83.83874961,-5.37101305,372,83.83874961,-5.37101305,1.14,0.14,-0.24,0.03,3,16.9,14.1,,83.83874468,-5.371012017,05 35 21.30,-05 22 15.7,,12.493,,13.154,0.006,0.005,9283,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

508,0.2091755495,83.77579973,-5.37014152,328,83.77579973,-5.37014152,-0.88,0.13,-0.86,0.12,5,17,,,83.77580354,-5.370137817,05 35 06.18,-05 22 12.4,,11.143,,,0.006,0.02,3064,,0.1,83.77575,-5.370138889,81,5,35,6.18,-,5,22,12.5,3.531,,0.005,-0.452,0.061,5.371,0.265,,0.42,0.037,,6.14,0.063,0.226,0.016,5.882,0.122,3396.252726,,,,,,,,,,0.06285474697,,,2M05350617-0522124,83.77573395,-5.370118141,29.3832,0.482721,3955.21,26.0969,-9999,-9999,-9999,-9999,-9999

509,0.04620730596,83.77646559,-5.36987828,410,83.77646559,-5.36987828,1.12,0.17,0.3,0.18,4,17,17.94,,83.77646075,-5.369879572,05 35 06.35,-05 22 11.6,,15.326,,15.938,0.015,0.022,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

510,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 20.40,-05 22 13.7,,9.693,,10.138,0.002,0.003,645,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

511,0.0930401776,83.81714071,-5.37013919,114,83.81714071,-5.37013919,0.97,0.22,-0.2,0.03,4,16.4,13.18,,83.81713652,-5.370138329,05 35 16.12,-05 22 12.5,,11.776,,12.577,0.004,0.007,OW-161-213,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

512,0.07586017804,83.842322,-5.37039887,596,83.842322,-5.37039887,0.02,0.54,-1.01,0.19,2,5.9,14.68,,83.84232191,-5.370394576,05 35 22.16,-05 22 13.5,,13.655,,14.105,0.009,0.009,9298,,0.1,83.84233333,-5.370388889,921,5,35,22.16,-,5,22,13.4,3.493,,0.006,-1.506,0.064,0.059,0.315,,0.124,0.018,,6.68,0.084,0.17,0.015,6.887,0.091,3111.716337,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

513,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 17.62,-05 22 12.6,,12.8,,14.504,0.011,0.02,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

514,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 16.43,-05 22 12.2,,13.545,,15.322,0.025,0.033,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

515,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 11.21,-05 22 10.8,,15.878,,17.791,0.083,0.167,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

516,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 21.64,-05 22 12.7,,14.382,,16.237,0.048,0.119,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

517,0.1035636259,83.82134756,-5.36996321,393,83.82134756,-5.36996321,0.88,0.25,-2.35,0.34,4,20.1,16.48,,83.82134375,-5.369953092,05 35 17.13,-05 22 11.9,,14.405,,15.652,0.042,0.059,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

518,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 16.78,-05 22 11.7,,15.085,,17.185,0.13,0.391,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

519,0.08380278379,83.84869886,-5.37020094,92,83.84869886,-5.37020094,0.28,0.22,0.02,0.38,3,11,13.89,,83.84869765,-5.370201026,05 35 23.69,-05 22 12.8,,11.903,,12.734,0.002,0.002,9311,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

520,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 16.18,-05 22 11.3,,13.118,,13.853,0.026,0.038,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

521,0.04806390212,83.77870758,-5.36923667,26,83.77870758,-5.36923667,-0.06,0.37,-0.28,0.51,5,16.4,14.14,,83.77870784,-5.369235464,05 35 06.89,-05 22 09.3,,13.138,,13.49,0.003,0.004,298,,0.4590499978,83.77858333,-5.369222222,86,5,35,6.86,-,5,22,9.2,3.467,,0.001,-1.416,0.037,-0.865,0.205,,0.073,0.003,,6.02,0.076,0.116,0.005,6.51,0.024,2930.893245,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

522_A,0.217,83.81792333,-5.36951911,110,83.81792333,-5.36951911,0.03,0.1,-1.97,0.14,5,16.3,12.77,,83.81782391,-5.369575827,05 35 16.29,-05 22 10.4,,10.43,,11.716,0.004,0.009,511a,,0.2496056241,83.81791667,-5.3695,954,5,35,16.3,-,5,22,10.2,3.529,,0.005,-0.275,0.065,3.275,0.29,,0.442,0.045,,6.005,0.018,0.206,0.013,5.215,0.159,3380.648362,3440.59,23.27,24.41,24.75,0.51,0.47,33.48,0.75,1.98,-9999,0.355,0.307,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

522_B,0.2045789982,83.81782093,-5.36957376,642,83.81782093,-5.36957376,-0.69,0.11,0.48,0.33,2,11,,,83.81782391,-5.369575827,05 35 16.29,-05 22 10.4,,,,,,,511b,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,3169.74,38.84,33.86,24.54,0.65,0.28,21.94,1.04,1.20,-9999,0.941,0.799,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

