HC2000,m_HC2000,theta_orionis,APOGEE,RAJ2000,DEJ2000,_RAJ2000,_DEJ2000,obs_date,itime,sci_frames,tel_frames,teff,e_teff,teff_nirspao,e_teff_nirspao,vsini_nirspao,e_vsini_nirspao,rv_nirspao,rv_helio,e_rv_nirspao,airmass,e_airmass,pwv,e_pwv,veiling,e_veiling,veiling_param_O32,veiling_param_O33_nirspao,veiling_param_O35,lsf,e_lsf,noise,e_noise,model_dip_O32,model_std_O32,model_dip_O33,model_std_O33,model_dip_O35,model_std_O35,wave_offset_O32,e_wave_offset_O32,wave_offset_O33,e_wave_offset_O33,wave_offset_O35,e_wave_offset_O35,snr_O32,snr_O33,snr_O35,Kmag,e_Kmag,Hmag,e_Hmag,mass_literature,e_mass_literature,teff_chris,e_teff_chris,rv_chris,e_rv_chris,vsini_chris,e_vsini_chris,veiling_param_O33_chris,rv_apogee,e_rv_apogee,teff_apogee,e_teff_apogee,vsini_apogee,e_vsini_apogee,veiling_param_apogee,Hmag_apogee,e_Hmag_apogee,2MASS,Gaia DR2,teff_kounkel,e_teff_kounkel,logg_kounkel,e_logg_kounkel,rv_kounkel,e_rv_kounkel,ID_kim,pmRA_kim,e_pmRA_kim,pmDE_kim,e_pmDE_kim,Gaia DR3,plx,e_plx,plx_over_e,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,Gmag,e_Gmag,bp_rp,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_excess_noise,ruwe,ID_hillenbrand,mass_Hillenbrand,rv_tobin,e_rv_tobin,mass_BHAC15,e_mass_BHAC15,logL_BHAC15,e_logL_BHAC15,logg_BHAC15,e_logg_BHAC15,Mk_BHAC15,e_Mk_BHAC15,mk_BHAC15,e_mk_BHAC15,mass_MIST,e_mass_MIST,logg_MIST,e_logg_MIST,logL_MIST,e_logL_MIST,mass_Feiden,e_mass_Feiden,logg_Feiden,e_logg_Feiden,logL_Feiden,e_logL_Feiden,mass_Palla,e_mass_Palla,logL_Palla,e_logL_Palla,mass_DAntona,e_mass_DAntona,logL_DAntona,e_logL_DAntona,pmRA,e_pmRA,pmDE,e_pmDE,rv,e_rv,dist,e_dist,vRA,e_vRA,vDE,e_vDE,vt,e_vt,v,e_v,sep_to_trapezium
479,,,,83.817958,-5.373333,05 35 16.31,-05 22 24.0,2022-01-18,900.0,"[31, 32, 33, 34]","[28, 29, 29, 28]",3656.9,74.5,3656.9,74.5,14.90,1.41,45.28,30.35,0.58,1.03,0.02,1.12,0.04,210841.92,26191.34,1.50,1.31,nan,5.33,0.12,1.01,0.01,0.08,0.02,0.13,0.03,nan,nan,0.16387,0.01173,0.29450,0.02016,nan,nan,13.81,14.63,nan,12.004000,0.033000,13.282000,0.021000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,349,-0.50,0.08,-0.73,0.20,3017364132052919296,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9138,nan,nan,nan,0.43242,0.06267,-0.50461,0.22040,3.77973,0.18756,3.30274,0.54495,11.25249,0.54504,0.45509,0.06408,3.78203,0.18877,-0.47895,0.21508,0.43931,0.07159,3.75538,0.25036,-0.46884,0.22939,0.43036,0.06260,0.34599,0.23102,0.41384,0.03627,-0.60051,0.15803,-0.50,0.08,-0.73,0.20,30.35,0.58,nan,nan,-0.92,0.15,-1.35,0.37,1.63,0.32,30.39,0.58,0.014557361880567147
490,,,,83.816458,-5.372528,05 35 15.95,-05 22 21.1,2022-01-18,300.0,"[35, 36, 37, 38]","[39, 40, 40, 39]",3822.7,30.6,3822.7,30.6,17.63,0.13,41.12,26.07,0.21,1.04,0.01,1.09,0.01,38091.95,2855.73,0.24,0.21,nan,5.83,0.07,2.04,0.02,1.62,0.41,2.25,0.48,nan,nan,0.35938,0.00566,0.46013,0.00968,nan,nan,52.73,58.77,nan,9.851000,0.004000,10.949000,0.003000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,60,-2.44,0.34,0.34,0.38,3017364127743289600,2.5032,0.0719,34.79889,-1.882,0.064,-0.938,0.052,15.468617,0.015136,0.9370508193969727,342.0,-8.006262,0.3145798444747925,0.7067584,496,0.41999998688697815,nan,nan,0.54175,0.04758,-0.35990,0.17168,3.81252,0.17457,3.01233,0.42556,10.96208,0.42567,0.56223,0.05473,3.81584,0.17192,-0.34401,0.16331,0.53556,0.06232,3.79639,0.20433,-0.34682,0.18009,0.56749,0.03381,0.55375,0.25356,0.50157,0.0628,-0.47068,0.13784,-2.44,0.34,0.34,0.38,26.07,0.21,399.49,11.47,-4.50,0.63,0.63,0.70,4.54,0.63,26.46,0.23,0.015414651980163922
478,,,,83.813375,-5.373361,05 35 15.21,-05 22 24.1,2022-01-18,420.0,"[41, 42, 43, 44]","[39, 40, 40, 39]",3823.4,21.3,3823.4,21.3,22.83,0.35,46.05,30.92,0.25,1.03,0.01,1.02,0.02,490.91,468.62,0.00,0.00,nan,5.71,0.07,1.81,0.02,1.26,0.31,1.76,0.36,nan,nan,0.27345,0.00674,0.35443,0.01016,nan,nan,45.65,51.89,nan,10.340000,0.009000,10.797000,0.004000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,22,-1.26,0.05,0.38,0.11,3017364132040203520,2.5469,0.0429,59.39222,-1.195,0.036,0.082,0.027,14.375042,0.005189,1.009394645690918,404.0,-7.311531,0.19854293763637543,0.7516264,467,0.4000000059604645,nan,nan,0.54224,0.04146,-0.35931,0.16421,3.81267,0.17244,3.01130,0.41183,10.96105,0.41194,0.56273,0.04862,3.81596,0.17013,-0.34344,0.15588,0.53599,0.05666,3.79654,0.20151,-0.34630,0.17355,0.56807,0.02617,0.55463,0.24293,0.50191,0.05837,-0.47018,0.13102,-1.26,0.05,0.38,0.11,30.92,0.25,392.63,6.61,-2.32,0.09,0.70,0.20,2.43,0.11,31.02,0.25,0.015166801726313156
456,,,,83.812667,-5.375333,05 35 15.04,-05 22 31.2,2022-01-18,900.0,"[45, 46, 47, 49]","[50, 51, 51, 50]",3186.5,18.3,3186.5,18.3,17.19,0.26,41.12,25.86,0.24,1.06,0.01,0.96,0.02,3438.26,1499.76,0.04,0.03,nan,5.44,0.11,1.23,0.01,0.26,0.09,0.42,0.10,nan,nan,0.44686,0.00846,0.57290,0.01173,nan,nan,22.93,26.73,nan,11.969000,0.037000,12.448000,0.008000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,244,-1.54,0.15,-2.19,0.07,3017364132038060032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9086,0.10999999940395355,nan,nan,0.19388,0.01244,-0.97224,0.22728,3.65980,0.22982,4.36651,0.59032,12.31626,0.59040,0.18359,0.00917,3.67753,0.21292,-1.01167,0.24021,0.18505,0.01875,3.42907,0.21855,-0.75768,0.25897,0.14019,0.00796,0.07634,0.05291,nan,nan,nan,nan,-1.54,0.15,-2.19,0.07,25.86,0.24,nan,nan,-2.84,0.28,-4.04,0.13,4.94,0.19,26.33,0.24,0.0135373544214125
170,,,,83.819875,-5.401194,05 35 16.77,-05 24 04.3,2022-01-18,120.0,"[52, 53, 54, 55]","[50, 51, 51, 50]",3565.1,27.8,3565.1,27.8,99.66,0.35,48.07,32.70,1.62,1.23,0.01,0.97,0.02,3022.08,2434.78,0.02,0.02,nan,5.67,0.07,1.29,0.01,1.17,0.32,1.73,0.44,nan,nan,0.40253,0.00668,0.49667,0.00891,nan,nan,32.53,36.45,nan,nan,nan,9.311000,0.003000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,3017363955944478976,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,526,nan,23.700000762939453,1.0,0.37702,0.02713,-0.58906,0.18664,3.76081,0.18481,3.48731,0.48756,11.43706,0.48766,0.39848,0.02811,3.76103,0.18203,-0.55956,0.18692,0.39289,0.04165,3.72679,0.25412,-0.53304,0.22088,0.35922,0.02158,0.26125,0.14102,nan,nan,nan,nan,nan,nan,nan,nan,32.70,1.62,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.013472256498573523
453,,,,83.811958,-5.375472,05 35 14.87,-05 22 31.7,2022-01-19,600.0,"[26, 27, 28, 29]","[30, 31, 31, 30]",3480.0,21.7,3480.0,21.7,10.74,0.77,41.60,26.22,0.24,1.04,0.02,1.13,0.03,55741.34,3933.49,0.45,0.39,nan,5.79,0.10,1.00,0.00,0.25,0.06,0.35,0.07,nan,nan,0.36328,0.00893,0.53481,0.01302,nan,nan,17.76,19.06,nan,11.100000,0.006000,11.583000,0.005000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,94,0.31,0.10,0.70,0.04,3017364132052221824,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,452,nan,nan,nan,0.32921,0.02009,-0.67034,0.19117,3.74169,0.18882,3.66899,0.50328,11.61874,0.50338,0.34793,0.01995,3.74186,0.18643,-0.64129,0.19214,0.34754,0.03295,3.69126,0.28636,-0.59279,0.25219,0.29623,0.01776,0.20141,0.11552,nan,nan,nan,nan,0.31,0.10,0.70,0.04,26.22,0.24,nan,nan,0.57,0.18,1.29,0.07,1.41,0.10,26.26,0.24,0.013690554880779856
438,,,,83.808708,-5.376833,05 35 14.09,-05 22 36.6,2022-01-19,300.0,"[32, 33, 34, 35]","[30, 31, 31, 30]",3536.3,24.5,3536.3,24.5,18.21,0.57,45.35,29.87,0.36,1.01,0.01,1.17,0.05,185.00,229.75,0.00,0.00,nan,5.57,0.15,1.00,0.00,0.37,0.09,0.50,0.11,nan,nan,0.21590,0.01379,0.27887,0.01888,nan,nan,11.49,12.78,nan,9.837000,0.016000,10.243000,0.004000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,32,-0.47,0.38,0.23,0.23,3017364132041551744,2.2866,0.0938,24.373552,-0.206,0.083,0.412,0.062,14.615111,0.005542,0.9139490127563477,385.0,-3.2840655,0.6577656269073486,0.8822775,432,0.12999999523162842,nan,nan,0.36084,0.02371,-0.61657,0.18707,3.75434,0.18601,3.54880,0.49044,11.49855,0.49054,0.38121,0.02417,3.75437,0.18286,-0.58624,0.18772,0.37778,0.03819,3.71604,0.26502,-0.55333,0.22862,0.33790,0.01936,0.24100,0.13120,nan,nan,nan,nan,-0.47,0.38,0.23,0.23,29.87,0.36,437.33,17.94,-0.87,0.70,0.42,0.42,0.96,0.66,29.89,0.36,0.014257316515931732
287,,,,83.815833,-5.390722,05 35 15.80,-05 23 26.6,2022-01-19,300.0,"[42, 43, 44, 45]","[30, 31, 31, 30]",3390.3,39.4,3390.3,39.4,13.36,1.16,42.80,27.07,0.55,1.11,0.01,1.18,0.03,236667.12,18362.54,2.05,1.77,nan,4.94,0.08,1.01,0.01,0.23,0.07,0.38,0.08,nan,nan,0.23369,0.00731,0.26268,0.01092,nan,nan,18.99,19.63,nan,9.817000,0.004000,10.847000,0.009000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,210,1.30,0.51,1.68,0.07,3017363960255208704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,489,nan,nan,nan,0.28332,0.02630,-0.76004,0.22129,3.71999,0.20816,3.87342,0.57788,11.82316,0.57796,0.29657,0.02921,3.72369,0.19773,-0.73829,0.22765,0.29665,0.03273,3.63892,0.29581,-0.65453,0.29700,0.22983,0.03061,0.13834,0.11177,nan,nan,nan,nan,1.30,0.51,1.68,0.07,27.07,0.55,nan,nan,2.40,0.94,3.10,0.13,3.92,0.59,27.35,0.55,0.003415990307270386
171,,,,83.818250,-5.400944,05 35 16.38,-05 24 03.4,2022-01-19,120.0,"[46, 47, 48, 49]","[30, 31, 31, 30]",3627.9,24.2,3627.9,24.2,53.31,0.84,46.99,31.22,0.58,1.28,0.01,1.22,0.02,1096.10,1339.76,0.01,0.01,nan,5.79,0.08,1.37,0.02,1.66,0.38,2.07,0.45,nan,nan,0.28459,0.00574,0.43437,0.00983,nan,nan,33.51,35.16,nan,nan,nan,9.159000,0.003000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,3017363960251408640,2.4697,0.0441,56.033348,1.170,0.040,-0.330,0.035,13.208204,0.010705,1.2269554138183594,375.0,5.707313,0.3185034990310669,1.2163177,515,0.30000001192092896,nan,nan,0.41395,0.03088,-0.53047,0.17735,3.77418,0.17912,3.35815,0.46143,11.30790,0.46153,0.43709,0.03080,3.77548,0.17785,-0.50415,0.17611,0.42494,0.04337,3.74718,0.23403,-0.48899,0.20325,0.40637,0.02029,0.30965,0.15885,nan,nan,nan,nan,1.17,0.04,-0.33,0.04,31.22,0.58,404.91,7.23,2.16,0.08,-0.61,0.06,2.24,0.08,31.30,0.58,0.013064597835047011
238,,,,83.798833,-5.394583,05 35 11.72,-05 23 40.5,2022-01-20,600.0,"[23, 25, 27, 26]","[28, 29, 29, 28]",3126.0,41.5,3126.0,41.5,25.02,0.57,41.82,26.27,0.36,1.27,0.02,2.19,0.05,142.21,191.85,0.00,0.00,nan,5.56,0.12,1.12,0.01,0.24,0.09,0.41,0.10,nan,nan,0.00096,0.00871,-0.23786,0.01338,nan,nan,16.66,20.53,nan,11.358000,0.004000,11.703000,0.002000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,79,-0.32,0.53,2.45,0.18,3017363994598986496,2.3546,0.0929,25.346167,-0.320,0.081,2.794,0.063,15.937349,0.005423,0.6096611022949219,375.0,-15.783303,0.4910047650337219,0.47885254,9008,0.15000000596046448,nan,nan,0.17000,0.01978,-1.02000,0.27403,3.62000,0.22505,4.47000,0.71006,12.41975,0.71013,0.15560,0.02009,3.65898,0.21128,-1.09626,0.27997,0.15729,0.02836,3.38553,0.19840,-0.81800,0.24931,0.11806,0.01642,0.06389,0.05210,nan,nan,nan,nan,-0.32,0.53,2.45,0.18,26.27,0.36,424.70,16.76,-0.59,0.98,4.52,0.33,4.56,0.35,26.66,0.36,0.019987620705912184
266,,,,83.806375,-5.391917,05 35 13.53,-05 23 30.9,2022-01-20,600.0,"[30, 31, 33, 32]","[28, 29, 29, 28]",3455.3,13.8,3455.3,13.8,1.02,0.75,40.74,25.05,0.16,1.04,0.01,2.56,0.06,91.69,108.95,0.00,0.00,nan,5.42,0.07,1.49,0.02,0.58,0.16,0.83,0.18,nan,nan,0.06511,0.00877,-0.06112,0.01161,nan,nan,21.54,26.24,nan,11.221000,0.005000,11.536000,0.006000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,163,-0.55,0.14,-0.16,0.02,3017364028973922432,2.6663,0.1029,25.919458,0.024,0.091,0.428,0.069,15.576493,0.006966,0.6581745147705078,318.0,-2.1424475,0.4984288215637207,0.9144342,412,nan,nan,nan,0.31534,0.01501,-0.69393,0.18700,3.73613,0.18852,3.72172,0.49573,11.67147,0.49582,0.33359,0.01481,3.73675,0.18821,-0.66685,0.18700,0.33383,0.02674,3.67869,0.28711,-0.61007,0.25966,0.27794,0.01206,0.18405,0.10224,nan,nan,nan,nan,-0.55,0.14,-0.16,0.02,25.05,0.16,375.05,14.47,-1.01,0.26,-0.30,0.04,1.06,0.25,25.07,0.16,0.012019760436741312
247,,,2M05351405-0523383,83.808542,-5.394028,05 35 14.05,-05 23 38.5,2022-01-20,300.0,"[34, 35, 36, 37]","[49, 50, 50, 49]",3809.7,19.6,3809.7,19.6,55.69,0.71,42.01,26.20,0.59,1.02,0.01,2.66,0.05,131.95,168.90,0.00,0.00,nan,5.33,0.08,2.06,0.02,1.64,0.43,2.26,0.54,nan,nan,-0.04457,0.00638,0.14344,0.01026,nan,nan,47.07,53.70,nan,9.731516,0.002996,9.930000,0.003000,nan,nan,nan,nan,nan,nan,nan,nan,nan,24.91,0.33,3921.76,8.73,60.27,0.44,0.35,9.86,0.053,2M05351405-0523383,3017363960251335680,3991.05,30.5231,3.95084,0.213262,3.15359,nan,507,0.07,0.12,0.44,0.01,3017363960251335424,2.4631,0.0467,52.765816,0.953,0.047,0.883,0.036,13.862302,0.005333,0.9190025329589844,377.0,-12.469017,0.3053964078426361,0.5784394,431,nan,nan,nan,0.53266,0.03942,-0.37081,0.16393,3.80980,0.17218,3.03142,0.41234,10.98117,0.41245,0.55295,0.04595,3.81365,0.17018,-0.35472,0.15583,0.52750,0.05488,3.79346,0.20240,-0.35642,0.17369,0.55674,0.02421,0.53746,0.23480,0.49484,0.05605,-0.48064,0.13061,0.07,0.12,0.44,0.01,26.20,0.59,405.99,7.70,0.13,0.22,0.81,0.02,0.82,0.04,26.21,0.59,0.011033020730285212
172,,,2M05351561-0524030,83.815083,-5.400861,05 35 15.62,-05 24 03.1,2022-01-20,300.0,"[40, 41, 42, 43]","[49, 50, 50, 49]",3882.5,36.7,3882.5,36.7,24.77,0.44,39.25,23.36,0.29,1.05,0.01,2.86,0.04,33927.89,3229.15,0.21,0.18,nan,5.69,0.04,2.09,0.02,1.45,0.35,2.04,0.43,nan,nan,-0.08612,0.00532,0.01541,0.01095,nan,nan,50.11,55.71,nan,9.794338,0.002975,10.111000,0.003000,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.62,1.23,4389.08,10.23,60.37,0.94,0.19,10.191,0.033,2M05351561-0524030,3017363960251436032,4487.94,102.895,5.17319,0.306799,1.18218,nan,37,0.54,0.11,-1.80,0.02,3017363960251436032,2.5040,0.0351,71.29583,-0.190,0.034,-1.646,0.029,13.652496,0.004512,1.132070541381836,371.0,-0.31482506,0.22845159471035004,0.9874609,480,nan,22.100000381469727,35.599998474121094,0.58357,0.05538,-0.30972,0.17185,3.82507,0.17321,2.92451,0.42141,10.87426,0.42152,0.60487,0.06517,3.82584,0.17137,-0.29509,0.16380,0.57288,0.06878,3.80924,0.19996,-0.30346,0.17945,0.61898,0.04210,0.63489,0.29671,0.53036,0.07228,-0.42807,0.13867,0.54,0.11,-1.80,0.02,23.36,0.29,399.36,5.60,1.00,0.20,-3.32,0.04,3.47,0.07,23.62,0.29,0.013241060834452803
165,,,,83.819083,-5.401694,05 35 16.58,-05 24 06.1,2022-01-20,450.0,"[44, 45, 46, 47]","[49, 50, 50, 49]",3237.2,16.6,3237.2,16.6,21.16,0.29,38.98,23.02,0.23,1.04,0.01,2.95,0.05,59.51,67.88,0.00,0.00,nan,5.69,0.07,1.76,0.02,0.66,0.23,1.07,0.26,nan,nan,-0.04729,0.00661,0.03710,0.01079,nan,nan,33.07,39.86,nan,10.646000,0.006000,11.042000,0.006000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,90,-1.12,0.07,0.81,0.17,3017363960241957760,2.0019,0.1602,12.49651,-1.454,0.143,1.137,0.121,15.992051,0.008317,0.9199800491333008,324.0,-10.261349,0.959656298160553,0.62120444,521,0.1899999976158142,nan,nan,0.21558,0.01486,-0.92262,0.21819,3.67935,0.22323,4.25278,0.57079,12.20253,0.57087,0.20834,0.01071,3.69194,0.21459,-0.94138,0.22744,0.20736,0.01474,3.51731,0.24789,-0.76905,0.27137,0.15874,0.00734,0.08678,0.05853,nan,nan,nan,nan,-1.12,0.07,0.81,0.17,23.02,0.23,499.53,39.97,-2.07,0.13,1.49,0.31,2.55,0.21,23.16,0.23,0.013868751754941943
177,,,,83.825333,-5.400333,05 35 18.08,-05 24 01.2,2022-01-20,420.0,"[51, 52, 53, 55]","[28, 29, 29, 28]",3350.1,10.2,3350.1,10.2,7.50,0.30,40.26,24.20,0.16,1.11,0.01,2.91,0.06,100.95,115.35,0.00,0.00,nan,5.68,0.08,1.59,0.02,0.75,0.20,1.07,0.24,nan,nan,0.12804,0.00765,-0.11420,0.01071,nan,nan,26.06,31.59,nan,10.326000,0.005000,11.001000,0.005000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,174,-1.06,0.27,0.41,0.49,3017361005306507264,2.4488,0.1060,23.108084,-0.386,0.100,0.445,0.094,15.968480,0.006463,0.7055978775024414,297.0,-10.364887,0.5102275609970093,0.6018127,575,nan,nan,nan,0.26553,0.01130,-0.80273,0.19682,3.70932,0.20374,3.97303,0.52091,11.92277,0.52100,0.27223,0.01281,3.71635,0.19599,-0.79032,0.19527,0.27279,0.01294,3.60754,0.28035,-0.68043,0.27550,0.20007,0.00693,0.11007,0.07161,nan,nan,nan,nan,-1.06,0.27,0.41,0.49,24.20,0.16,408.36,17.68,-1.95,0.50,0.76,0.90,2.10,0.57,24.29,0.17,0.014555055435000663
163,,,2M05351846-0524068,83.827000,-5.401944,05 35 18.48,-05 24 07.0,2022-01-20,420.0,"[56, 57, 58]","[28, 29, 29]",3486.1,22.6,3486.1,22.6,31.31,0.88,45.77,29.65,0.50,1.24,0.01,3.10,0.05,79290.72,5692.28,0.64,0.55,nan,5.79,0.08,1.26,0.01,0.44,0.12,0.67,0.16,nan,nan,0.05401,0.00560,-0.18989,0.01007,nan,nan,29.32,32.93,nan,10.476864,0.002990,10.967000,0.002000,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.13,0.21,3849.71,9.16,19.76,0.22,0.84,10.872,0.053,2M05351846-0524068,3017361001006985216,3986.39,55.9839,4.63723,0.264468,2.12479,nan,506,-0.17,0.42,0.43,0.17,3017361001006985216,2.4379,0.0677,36.025547,-0.323,0.067,0.667,0.056,15.332566,0.006519,0.8083667755126953,375.0,-9.01017,0.4068223237991333,0.6866068,9228,0.1899999976158142,nan,nan,0.33264,0.02079,-0.66451,0.19126,3.74306,0.18865,3.65597,0.50307,11.60571,0.50316,0.35150,0.02066,3.74315,0.18581,-0.63510,0.19226,0.35088,0.03385,3.69417,0.28464,-0.58850,0.24998,0.30074,0.01838,0.20570,0.11779,nan,nan,nan,nan,-0.17,0.42,0.43,0.17,29.65,0.50,410.19,11.39,-0.31,0.77,0.79,0.31,0.85,0.41,29.66,0.50,0.01680334181641919
336,,A,,83.815875,-5.387306,,,,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.6,1.33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,3017364132050194688,2.6427,0.0718,36.81385,-0.248,0.058,0.172,0.048,6.627540,0.002802,0.15438032150268555,329.0,11.540892,0.42398107051849365,1.4848971,1865,18.90999984741211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.25,0.06,0.17,0.05,nan,nan,378.40,10.28,-0.46,0.11,0.32,0.09,0.56,0.10,nan,nan,0.001955737591197927
309,,C,,83.818583,-5.389722,,,,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44.0,7.0710678118654755,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,3017364063330718080,2.5014,0.1352,18.50216,0.659,0.101,0.916,0.082,4.960960,0.002963,0.17255210876464844,368.0,9.177544,0.7835142016410828,1.3582537,1891,45.70000076293945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.66,0.10,0.92,0.08,nan,nan,399.78,21.61,1.22,0.19,1.69,0.15,2.08,0.16,nan,nan,0.002012319729389748
330,,D,,83.821833,-5.387944,,,,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.0,1.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,3017364063330465152,2.2820,0.0346,65.87577,0.219,0.028,0.315,0.024,6.583162,0.002781,0.2645072937011719,412.0,3.8687425,0.24737370014190674,1.1377641,1889,16.6299991607666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.22,0.03,0.31,0.02,nan,nan,438.21,6.64,0.40,0.05,0.58,0.04,0.71,0.05,nan,nan,0.004065671894868171
,,,2M05350101-0524103,83.754208,-5.402861,,,,nan,,,3825.0,12.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.289000,0.028000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.46,0.19,3825.01,12.53,38.23,0.92,0.56,10.614,0.042,2M05350101-0524103,3017363857165303808,3951.12,16.0284,4.39984,0.0804786,31.5721,0.691838,663,0.16,0.07,-0.62,0.14,3017363788456073344,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,201,0.1899999976158142,nan,nan,0.54336,0.03546,-0.35796,0.15709,3.81301,0.17030,3.00894,0.39867,10.95868,0.39879,0.56388,0.04295,3.81623,0.16841,-0.34211,0.14878,0.53699,0.05135,3.79691,0.19874,-0.34511,0.16730,0.56940,0.01902,0.55665,0.23333,0.50268,0.0543,-0.46903,0.12453,0.16,0.07,-0.62,0.14,31.46,0.19,nan,nan,0.30,0.13,-1.14,0.26,1.18,0.25,31.48,0.19,0.06500780144314146
