HC2000,m_HC2000,theta_orionis,APOGEE,RAJ2000,DEJ2000,_RAJ2000,_DEJ2000,obs_date,itime,sci_frames,tel_frames,teff,e_teff,teff_nirspao,e_teff_nirspao,vsini_nirspao,e_vsini_nirspao,rv_nirspao,rv_helio,e_rv_nirspao,airmass,e_airmass,pwv,e_pwv,veiling,e_veiling,veiling_param_O32,veiling_param_O33_nirspao,veiling_param_O35,lsf,e_lsf,noise,e_noise,model_dip_O32,model_std_O32,model_dip_O33,model_std_O33,model_dip_O35,model_std_O35,wave_offset_O32,e_wave_offset_O32,wave_offset_O33,e_wave_offset_O33,wave_offset_O35,e_wave_offset_O35,snr_O32,snr_O33,snr_O35,Kmag,e_Kmag,Hmag,e_Hmag,mass_literature,e_mass_literature,teff_chris,e_teff_chris,rv_chris,e_rv_chris,vsini_chris,e_vsini_chris,veiling_param_O33_chris,rv_apogee,e_rv_apogee,teff_apogee,e_teff_apogee,vsini_apogee,e_vsini_apogee,veiling_param_apogee,Hmag_apogee,e_Hmag_apogee,2MASS,Gaia DR2,teff_kounkel,e_teff_kounkel,logg_kounkel,e_logg_kounkel,rv_kounkel,e_rv_kounkel,ID_kim,pmRA_kim,e_pmRA_kim,pmDE_kim,e_pmDE_kim,Gaia DR3,plx,e_plx,plx_over_e,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,Gmag,e_Gmag,bp_rp,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_excess_noise,ruwe,ID_hillenbrand,mass_Hillenbrand,rv_tobin,e_rv_tobin,mass_BHAC15,e_mass_BHAC15,logL_BHAC15,e_logL_BHAC15,logg_BHAC15,e_logg_BHAC15,Mk_BHAC15,e_Mk_BHAC15,mk_BHAC15,e_mk_BHAC15,mass_MIST,e_mass_MIST,logg_MIST,e_logg_MIST,logL_MIST,e_logL_MIST,mass_Feiden,e_mass_Feiden,logg_Feiden,e_logg_Feiden,logL_Feiden,e_logL_Feiden,mass_Palla,e_mass_Palla,logL_Palla,e_logL_Palla,mass_DAntona,e_mass_DAntona,logL_DAntona,e_logL_DAntona,pmRA,e_pmRA,pmDE,e_pmDE,rv,e_rv,dist,e_dist,vRA,e_vRA,vDE,e_vDE,vt,e_vt,v,e_v,sep_to_trapezium
,,,2M05350853-0525179,83.785542,-5.421639,,,,nan,,,4016.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.699000,0.018000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.35,0.19,4016.0,8.0,5.69,0.5,0.51,11.164,0.03,2M05350853-0525179,3017363513575095808,4023.63,23.1966,4.24463,0.0976488,23.0065,0.331824,,nan,nan,nan,nan,3017363513575095680,2.5273,0.0658,38.39347,-1.186,0.060,-1.143,0.045,15.679940,0.014486,0.8337516784667969,395.0,-3.912456,0.3205205202102661,0.8622481,323,0.2199999988079071,nan,nan,0.68661,0.03911,-0.19472,0.14676,3.83866,0.16391,2.71677,0.36633,10.66652,0.36645,0.69839,0.05493,3.84631,0.16519,-0.19429,0.13860,0.65643,0.05564,3.83396,0.18406,-0.21029,0.15364,0.74259,0.00962,0.84256,0.31026,0.59462,0.06798,-0.33296,0.11569,-1.19,0.06,-1.14,0.04,23.35,0.19,395.68,10.30,-2.19,0.11,-2.11,0.08,3.04,0.10,23.55,0.19,0.04655357667480008
,,,2M05350859-0526194,83.785792,-5.438722,,,,nan,,,2977.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.764000,0.024000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.43,0.43,2977.0,11.0,14.62,0.66,0.29,12.317,0.033,2M05350859-0526194,3017360558637611008,3094.63,52.1828,4.46174,0.220328,1.19829,nan,,nan,nan,nan,nan,3017360558637610880,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,324,0.12999999523162842,nan,nan,0.10208,0.01460,-1.24958,0.20100,3.54208,0.15583,5.01708,0.50791,12.96683,0.50800,0.10003,0.00356,3.59802,0.16355,-1.31001,0.17266,nan,nan,nan,0.04381,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.43,0.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.059968929609055546
,,,2M05350873-0522566,83.786375,-5.382389,,,,nan,,,4198.1,10.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.567000,0.035000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.21,0.26,4198.1,10.63,71.75,0.89,0.32,11.191,0.042,2M05350873-0522566,3017364230822465536,4135.44,69.2873,4.10899,0.17354,3.26717,nan,50,1.05,0.42,-1.26,0.26,3017364235129441280,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3072,nan,nan,nan,0.84255,0.04160,-0.05171,0.15273,3.86425,0.15936,2.46043,0.37478,10.41018,0.37491,0.82945,0.06386,3.86990,0.16509,-0.06635,0.14164,0.78415,0.06513,3.86117,0.17769,-0.08324,0.15083,0.94383,0.02582,1.16985,0.47558,0.69006,0.07098,-0.21152,0.12352,1.05,0.42,-1.26,0.26,26.21,0.26,nan,nan,1.94,0.77,-2.32,0.48,3.02,0.62,26.38,0.27,0.03171703419321013
,,,2M05350976-0521282,83.790667,-5.357833,,,,nan,,,4372.2,6.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.460000,0.029000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.32,0.4,4372.17,6.81,27.2,0.14,0.16,10.08,0.04,2M05350976-0521282,3017364406917803008,4375.89,26.7816,4.24005,0.0823007,26.8462,0.533975,58,-1.15,0.21,-2.57,0.29,3017364406927024256,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,336,nan,nan,nan,1.02704,0.03360,0.08893,0.15228,3.87270,0.16067,2.22026,0.37819,10.17001,0.37831,0.96933,0.05946,3.88861,0.16394,0.05341,0.14381,0.91354,0.06123,3.88058,0.17483,0.03425,0.15206,1.17185,0.03811,1.56074,0.64121,0.79807,0.07259,-0.09406,0.12525,-1.15,0.21,-2.57,0.29,27.32,0.40,nan,nan,-2.12,0.39,-4.74,0.54,5.19,0.51,27.81,0.40,0.04037836174544741
,,,2M05350992-0521433,83.791333,-5.362028,,,,nan,,,4131.5,32.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.029000,0.046000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.57,0.71,4131.49,32.85,14.92,1.73,1.03,12.185,0.049,2M05350992-0521433,,4224.36,109.548,4.91868,0.335546,1.4579,nan,359,-1.17,0.06,-0.23,0.48,3017364406927044224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,0.78207,0.06074,-0.10613,0.16784,3.85641,0.16517,2.55047,0.40168,10.50022,0.40180,0.78032,0.07795,3.86175,0.16812,-0.11253,0.15634,0.73547,0.07882,3.85193,0.18310,-0.12963,0.16756,0.86406,0.04454,1.04182,0.46300,0.65496,0.08145,-0.25574,0.13677,-1.17,0.06,-0.23,0.48,28.57,0.71,nan,nan,-2.16,0.11,-0.42,0.89,2.20,0.20,28.65,0.71,0.03688514712095776
,,,2M05351014-0522326,83.792250,-5.375722,,,,nan,,,4021.6,10.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.876000,0.052000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.82,0.27,4021.55,10.76,24.02,1.33,0.64,11.311,0.052,2M05351014-0522326,3017364230822470656,4036.58,55.9656,4.46302,0.257777,1.56944,nan,46,-1.02,0.20,0.73,0.26,3017364235132386176,2.4452,0.0714,34.24082,-1.047,0.062,0.632,0.050,15.732609,0.008107,0.8021984100341797,395.0,0.5426985,0.3947618901729584,1.0186573,340,nan,23.0,2.299999952316284,0.69098,0.04138,-0.18992,0.14933,3.83910,0.16414,2.70803,0.37080,10.65778,0.37093,0.70228,0.05719,3.84709,0.16559,-0.19027,0.14057,0.65999,0.05771,3.83489,0.18435,-0.20644,0.15528,0.74773,0.01189,0.85119,0.31718,0.59729,0.06936,-0.329,0.11777,-1.02,0.20,0.73,0.26,28.82,0.27,408.96,11.94,-1.88,0.37,1.35,0.48,2.31,0.41,28.91,0.27,0.02815239953182205
,,,2M05351021-0523215,83.792542,-5.389306,,,,nan,,,4329.2,7.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.960000,0.019000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.51,0.34,4329.25,7.55,15.92,0.45,0.98,9.755,0.036,2M05351021-0523215,3017363994611020288,4352.6,24.5058,4.42658,0.086514,25.0849,0.379281,169,1.31,0.63,-0.86,0.43,3017363994614283520,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,341,0.7599999904632568,nan,nan,0.97720,0.03552,0.05404,0.15222,3.87000,0.16318,2.27964,0.37778,10.22939,0.37790,0.93279,0.06125,3.88432,0.16428,0.02388,0.14288,0.87877,0.06258,3.87570,0.17551,0.00516,0.15145,1.11385,0.03681,1.45924,0.60248,0.77095,0.07174,-0.12308,0.12491,1.31,0.63,-0.86,0.43,25.51,0.34,nan,nan,2.42,1.16,-1.59,0.79,2.89,1.06,25.67,0.36,0.02513687848793717
,,,2M05351029-0519563,83.792875,-5.332306,,,,nan,,,3449.8,9.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.420000,0.018000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.54,0.32,3449.75,9.32,24.33,0.54,0.54,11.882,0.029,2M05351029-0519563,3017366743390014464,3398.07,68.5935,3.68854,0.185217,1.2712,nan,550,-1.68,0.11,1.67,0.10,3017366743390014720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3047,0.15000000596046448,nan,nan,0.31222,0.01245,-0.69923,0.18365,3.73489,0.18783,3.73357,0.48868,11.68332,0.48878,0.33039,0.01214,3.73560,0.18772,-0.67265,0.18353,0.33071,0.02393,3.67566,0.28557,-0.61393,0.25999,0.27383,0.00875,0.18014,0.09666,nan,nan,nan,nan,-1.68,0.11,1.67,0.10,26.54,0.32,nan,nan,-3.10,0.20,3.08,0.19,4.37,0.20,26.90,0.32,0.060851232190606556
,,,2M05351031-0521130,83.792958,-5.353611,,,,nan,,,4165.1,7.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.932000,0.026000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.14,0.15,4165.05,7.13,8.73,1.04,0.69,10.548,0.036,2M05351031-0521130,3017364406927357952,4161.03,31.1347,4.37232,0.105578,26.917,0.384137,519,1.14,0.07,-0.36,0.12,3017364406930491136,2.5294,0.0613,41.256905,0.678,0.054,-0.014,0.043,15.599097,0.005362,0.9320650100708008,429.0,-1.5546792,0.3754742741584778,0.9462543,343,0.5,24.200000762939453,2.799999952316284,0.81137,0.03824,-0.07977,0.14863,3.86114,0.16032,2.50408,0.36826,10.45383,0.36839,0.80466,0.06038,3.86598,0.16479,-0.08918,0.13861,0.76002,0.06174,3.85688,0.17782,-0.10623,0.14872,0.90425,0.01876,1.10632,0.43354,0.67265,0.06807,-0.23347,0.12015,1.14,0.07,-0.36,0.12,27.14,0.15,395.35,9.58,2.10,0.13,-0.66,0.22,2.20,0.14,27.23,0.15,0.04223988967604503
,,,2M05351041-0519523,83.793375,-5.331194,,,,nan,,,3445.1,44.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.129000,0.056000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.39,0.55,3445.06,43.97,19.36,0.24,0.54,11.728,0.068,2M05351041-0519523,3017366743390011904,3389.42,42.1501,3.64956,0.124266,27.444,0.762496,552,0.82,0.12,-1.53,0.17,3017366743390012032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,344,nan,nan,nan,0.30958,0.03055,-0.70371,0.21538,3.73383,0.19949,3.74358,0.55928,11.69333,0.55937,0.32758,0.03209,3.73390,0.19467,-0.67705,0.21566,0.32808,0.04093,3.67309,0.30145,-0.61720,0.27887,0.27036,0.03475,0.17684,0.12880,nan,nan,nan,nan,0.82,0.12,-1.53,0.17,27.39,0.55,nan,nan,1.51,0.22,-2.82,0.31,3.20,0.30,27.58,0.55,0.06167023189193882
,,,2M05351047-0526003,83.793625,-5.433417,,,,nan,,,2722.4,220.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.739000,0.039000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.74,2.66,2722.45,220.03,19.91,1.37,0.04,12.243,0.07,2M05351047-0526003,3017360554330359808,2849.0,60.9905,3.40556,0.336144,1.50791,nan,595,-0.59,0.35,-0.20,0.52,3017360554330360064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3104,nan,nan,nan,0.03201,0.04423,-2.09184,0.74563,3.72796,0.22858,7.04563,1.77592,14.99538,1.77595,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.59,0.35,-0.20,0.52,27.74,2.66,nan,nan,-1.09,0.65,-0.37,0.96,1.15,0.68,27.76,2.66,0.05147445581635352
,,,2M05351050-0522455,83.793750,-5.379306,,,,nan,,,4125.8,7.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.425000,0.058000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24.86,0.29,4125.77,7.78,44.03,0.13,0.36,9.813,0.064,2M05351050-0522455,3017364235129434624,4103.85,32.1066,4.32172,0.0999854,1.09715,nan,,nan,nan,nan,nan,3017364235129434624,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,345,0.23000000417232513,nan,nan,0.77731,0.03851,-0.11042,0.14775,3.85546,0.16210,2.55858,0.36795,10.50832,0.36807,0.77621,0.05971,3.86102,0.16488,-0.11651,0.13866,0.73135,0.06098,3.85108,0.17997,-0.13364,0.15036,0.85721,0.01579,1.03082,0.39543,0.65195,0.06697,-0.25954,0.11947,nan,nan,nan,nan,24.86,0.29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02538903531867616
,,,2M05351050-0526183,83.793750,-5.438417,,,,nan,,,4504.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.258000,0.027000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.61,0.26,4504.0,8.0,23.52,0.23,0.5,8.827,0.033,2M05351050-0526183,3017360554330360320,4579.45,28.0094,4.3935,0.0729786,22.5362,0.433671,,nan,nan,nan,nan,3017360554330360320,2.5644,0.0222,115.41584,-0.023,0.021,-0.675,0.016,12.212343,0.008049,1.5805444717407227,399.0,3.473785,0.13505294919013977,1.125548,348,2.259999990463257,23.700000762939453,0.5,1.19474,0.02682,0.19684,0.15676,3.88000,0.16000,2.04526,0.38925,9.99501,0.38937,1.09235,0.05160,3.90001,0.16264,0.14552,0.15030,1.03331,0.05578,3.89420,0.17212,0.12572,0.15686,1.39439,0.08995,1.99785,0.68591,0.88984,0.07241,-0.00485,0.13144,-0.02,0.02,-0.68,0.02,22.61,0.26,389.95,3.38,-0.04,0.04,-1.24,0.03,1.25,0.03,22.64,0.26,0.05589213314613314
,,,2M05351053-0522166,83.793875,-5.371278,,,,nan,,,3728.3,8.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.784000,0.070000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.55,0.28,3728.33,8.85,23.61,0.36,0.66,11.58,0.057,2M05351053-0522166,,3747.54,108.207,4.21882,0.305736,1.96453,nan,262,-0.91,0.25,0.89,0.10,3017364235118751232,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,0.47792,0.02681,-0.44092,0.15840,3.79338,0.17050,3.16625,0.40683,11.11600,0.40694,0.50044,0.03021,3.79734,0.17055,-0.41915,0.15371,0.47750,0.04154,3.77376,0.20849,-0.41743,0.17720,0.48944,0.01201,0.43550,0.18574,0.45171,0.03885,-0.54448,0.13097,-0.91,0.25,0.89,0.10,27.55,0.28,nan,nan,-1.68,0.46,1.64,0.18,2.35,0.35,27.65,0.28,0.028998866821381183
,,,2M05351061-0522559,83.794208,-5.382194,,,,nan,,,4244.4,76.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.224000,0.051000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.01,1.01,4244.42,76.7,22.11,1.01,0.89,11.492,0.076,2M05351061-0522559,,4254.55,80.5553,4.73692,0.232974,1.82589,nan,251,-0.37,0.15,-0.24,0.10,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,0.88625,0.10612,-0.01238,0.20548,3.86862,0.16668,2.39926,0.46664,10.34900,0.46674,0.86551,0.11494,3.87533,0.17217,-0.03418,0.18896,0.81650,0.11350,3.86570,0.18613,-0.05115,0.19672,0.99931,0.11165,1.25889,0.69387,0.71735,0.11197,-0.18044,0.17088,-0.37,0.15,-0.24,0.10,26.01,1.01,nan,nan,-0.68,0.28,-0.44,0.18,0.81,0.25,26.02,1.01,0.024119613502278408
,,,2M05351073-0526280,83.794708,-5.441111,,,,nan,,,3804.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.771000,0.036000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.03,0.26,3804.0,9.0,18.25,0.47,0.64,12.169,0.051,2M05351073-0526280,3017360554330360832,3955.02,420.581,4.60256,0.855243,27.276,0.984427,,nan,nan,nan,nan,3017360554330360832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,354,0.20000000298023224,25.799999237060547,1.2000000476837158,0.52867,0.03201,-0.37559,0.15593,3.80860,0.16981,3.03979,0.39811,10.98954,0.39822,0.54899,0.03816,3.81264,0.16830,-0.35937,0.14798,0.52396,0.04804,3.79217,0.19981,-0.36063,0.16702,0.55203,0.01525,0.53032,0.21977,0.49181,0.0503,-0.48511,0.12323,nan,nan,nan,nan,28.03,0.26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.05795512154840391
,,,2M05351083-0525569,83.795125,-5.432472,,,,nan,,,2924.9,41.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.665000,0.036000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.93,0.96,2924.92,41.45,15.96,1.17,0.56,12.393,0.033,2M05351083-0525569,3017360554330361344,2981.21,47.4536,4.66252,0.183002,1.16474,nan,594,0.58,0.30,2.74,0.45,3017360554330361344,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3102,nan,nan,nan,0.08092,0.02512,-1.34172,0.25025,3.50724,0.11151,5.24068,0.62301,13.19043,0.62309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.58,0.30,2.74,0.45,27.93,0.96,nan,nan,1.07,0.55,5.05,0.83,5.16,0.82,28.40,0.96,0.049950109683063494
,,,2M05351094-0524486,83.795583,-5.413500,,,,nan,,,3716.9,51.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.493000,0.024000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24.98,1.48,3716.95,51.72,28.31,0.28,0.9,10.24,0.034,2M05351094-0524486,3017363547934810112,3626.56,47.3349,3.73853,0.118582,24.2164,0.839781,489,2.04,0.72,1.94,0.31,3017363547934810112,2.8622,0.1947,14.70001,1.121,0.175,-0.225,0.129,15.413756,0.008953,1.2762832641601562,374.0,15.151281,1.3595713376998901,1.6065621,356,0.2199999988079071,nan,nan,0.47067,0.05445,-0.45106,0.19701,3.79120,0.18041,3.18799,0.48763,11.13774,0.48772,0.49322,0.05558,3.79491,0.18063,-0.42865,0.18924,0.47098,0.06538,3.77085,0.22625,-0.42587,0.20695,0.48002,0.04679,0.42124,0.23111,0.44567,0.04208,-0.5534,0.16662,2.04,0.72,1.94,0.31,24.98,1.48,349.38,23.77,3.76,1.33,3.58,0.57,5.19,1.04,25.51,1.46,0.033807358184999727
,,,2M05351149-0526023,83.797875,-5.433972,,,,nan,,,4370.0,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.738000,0.028000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.04,0.18,4370.0,6.0,42.42,1.6,0.16,9.062,0.037,2M05351149-0526023,3017360554330362880,4354.67,17.8845,3.88944,0.0645809,19.4801,0.696901,,nan,nan,nan,nan,3017360554330362752,2.5130,0.0351,71.53854,-0.001,0.033,-1.229,0.025,12.805809,0.003236,1.8875694274902344,398.0,6.879681,0.2309257984161377,1.2545882,365,1.1100000143051147,nan,nan,1.02439,0.03275,0.08707,0.15152,3.87244,0.16075,2.22317,0.37689,10.17292,0.37702,0.96743,0.05883,3.88841,0.16388,0.05190,0.14316,0.91175,0.06059,3.88034,0.17477,0.03277,0.15145,1.16892,0.03691,1.55561,0.63693,0.7967,0.07201,-0.09553,0.12463,-0.00,0.03,-1.23,0.03,19.04,0.18,397.93,5.56,-0.00,0.06,-2.27,0.05,2.27,0.05,19.17,0.18,0.05015153505403964
,,,2M05351163-0522515,83.798458,-5.380972,,,,nan,,,3054.1,16.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.378000,0.103000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.36,0.24,3054.1,16.36,11.06,1.01,0.99,11.99,0.105,2M05351163-0522515,3017364235129285632,3391.3,156.15,4.68682,0.704167,3.87517,nan,75,-0.04,0.79,-0.20,0.24,3017364235132349952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3070,nan,nan,nan,0.13957,0.01282,-1.12607,0.24258,3.60436,0.19956,4.74257,0.61966,12.69232,0.61973,0.12817,0.00955,3.63026,0.19445,-1.19916,0.23300,0.12121,0.01214,3.39567,0.10384,-0.98156,0.14506,nan,nan,nan,nan,nan,nan,nan,nan,-0.04,0.79,-0.20,0.24,25.36,0.24,nan,nan,-0.07,1.46,-0.37,0.44,0.38,0.52,25.36,0.24,0.02041400741632853
,,,2M05351165-0524213,83.798542,-5.405917,,,,nan,,,3029.6,7.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.342000,0.018000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.25,0.14,3029.6,7.19,12.41,0.51,0.86,11.865,0.03,2M05351165-0524213,3017363921584723456,3145.99,92.5044,4.64072,0.406092,1.42765,nan,191,0.34,0.13,-0.52,0.14,3017363925891918720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,366,0.15000000596046448,nan,nan,0.12768,0.01198,-1.15695,0.22943,3.58537,0.18977,4.81505,0.58656,12.76480,0.58664,0.11923,0.00581,3.62001,0.18183,-1.23438,0.20445,0.10971,0.00620,3.41193,0.07516,-1.05666,0.09922,nan,nan,nan,nan,nan,nan,nan,nan,0.34,0.13,-0.52,0.14,25.25,0.14,nan,nan,0.63,0.24,-0.96,0.26,1.15,0.25,25.28,0.14,0.026281113347782024
,,,2M05351178-0521555,83.799083,-5.365417,,,,nan,,,2929.7,8.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.198000,0.153000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.84,1.28,2929.69,8.11,12.07,1.17,0.51,11.872,0.07,2M05351178-0521555,3017364338207717376,3030.36,106.231,4.12132,0.587646,1.85197,nan,150,-0.03,0.66,-0.30,0.94,3017364338207717632,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,369,nan,nan,nan,0.08569,0.01244,-1.29879,0.14402,3.49293,0.07650,5.14051,0.36218,13.09026,0.36230,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.03,0.66,-0.30,0.94,26.84,1.28,nan,nan,-0.06,1.22,-0.55,1.73,0.56,1.73,26.85,1.28,0.029161374782350362
