HC2000,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,year,month,day,itime,sci_frames,tel_frames,teff,teff_e,vsini,vsini_e,rv,rv_helio,rv_e,airmass,airmass_e,pwv,pwv_e,veiling,veiling_e,veiling_param_O32,veiling_param_O33,veiling_param_O35,lsf,lsf_e,noise,noise_e,model_dip_O32,model_std_O32,model_dip_O33,model_std_O33,model_dip_O35,model_std_O35,wave_offset_O32,wave_offset_O32_e,wave_offset_O33,wave_offset_O33_e,wave_offset_O35,wave_offset_O35_e,snr_O32,snr_O33,snr_O35,Kmag,Kmag_e,Hmag,Hmag_e
275,83.81220833333332,-5.391416666666667,05 35 14.93,-05 23 29.1,19,1,13,450000.0,"[47, 48]","[45, 46]",3882.417612596396,17.353239318537135,17.824924263642348,0.21830612978841835,43.57669855031337,30.748564075091622,0.1309792812214674,1.1030414703408349,0.008172530033770053,0.7539636205592213,0.010969556006184933,86.21735524675793,104.44081144225675,0.0005322089617916502,0.00046446541258067433,,5.223730732232413,0.07665214341756688,1.5777925639672783,0.019626341844697914,2.1636486738418235,0.4800059230784522,2.9723656791799424,0.6207670924387231,,,-0.2815489057964274,0.005252890816864447,-0.4115836727151829,0.007046116821155579,,,52.458279574720486,56.66158233265564,,10.191,0.003,10.863,0.004
245,83.81229166666665,-5.39425,05 35 14.95,-05 23 39.3,19,1,13,180000.0,"[49, 50, 51, 52]","[53, 54, 54, 53]",3920.9287376592542,23.65998688540776,17.35916306626997,0.20905585710056585,43.910917458410026,31.018078393056268,0.11821143633551401,1.059816310160727,0.008163282173318409,0.7331682047982621,0.013145323831447064,125.76485642251805,133.92619455136094,0.0007597191944930052,0.0006634192466249098,,5.275106351434252,0.08180551331314057,1.2738376695492173,0.014122564040595753,2.003556421375553,0.43892435600307694,2.7288426205776517,0.5541638093650462,,,0.12297499146999136,0.005242634794846247,-0.43929112893519534,0.007562020681506382,,,37.899955836147306,40.771689250684304,,9.517,0.003,9.818,0.003
258,83.80999999999997,-5.3926944444444445,05 35 14.40,-05 23 33.7,19,1,13,180000.0,"[55, 56, 57, 58]","[53, 54, 54, 53]",3580.971796235924,16.194741168666724,8.526064230170096,0.7304551920804601,40.93838943605122,27.958963156828894,0.14656596666230826,1.006396547150632,0.005267412188878384,0.7293684247751633,0.010467514598540562,127947.96933523439,5296.567434317876,0.9615367217605754,0.8346444887080449,,5.422552111484299,0.0372775093586486,1.229118624192226,0.013395285156188819,0.9794554367593573,0.2626520403140846,1.4651980127591582,0.3469825206963097,,,0.2654212241127982,0.004906538593401538,-0.2598407274841503,0.007854246104954776,,,42.802329462158625,45.442124713526525,,9.386,0.002,9.858,0.004
220,83.81174999999999,-5.39625,05 35 14.82,-05 23 46.5,19,1,13,600000.0,"[59, 60, 61, 63]","[64, 65, 65, 64]",3514.400602717242,11.832521440094979,9.905448432432774,0.4492955543923225,46.55505582168424,33.50847726256818,0.13313251306542995,1.003070095293153,0.0037023423243430775,0.6873251491838543,0.016793393146795066,2252.410333471003,1779.978274287802,0.0177490929785153,0.015384118285489816,,4.972329315801175,0.08888131395894172,1.0042571563997897,0.0047611847855932865,0.38287607563724624,0.09738375480450956,0.5452941806208851,0.12156997267846921,,,0.17119618572224846,0.007031634729054423,-0.12552676026934736,0.008747088481459588,,,22.549081820017097,25.222641244427496,,11.514,0.005,11.864,0.004
344,83.81570833333332,-5.386083333333334,05 35 15.77,-05 23 09.9,19,1,13,120000.0,"[66, 67, 68, 69]","[64, 65, 65, 64]",4593.692644043489,190.83724511293576,99.63562231678226,0.45460853734742557,45.50491105586168,32.347318967086835,1.341776109125373,1.0186706555083793,0.005424171511640319,0.7291692773632572,0.009810504292368016,229795.48787533963,26469.22589793004,1.086994753985179,0.9557303779521092,,4.789706051069856,0.04061166525078308,3.217863984131257,0.03565640655529734,5.209814407266478,2.000047201540748,8.878166228165782,2.603224916298968,,,0.022620479130368264,0.0037059561535643746,-0.24522227081784256,0.005796071330078548,,,127.20797475424595,134.1878649255758,,,,,
370,83.81616666666665,-5.383888888888889,05 35 15.88,-05 23 02.0,19,1,16,180000.0,"[83, 84, 85, 86]","[87, 88, 88, 87]",3843.4437104179456,30.624251549601013,14.749477454769984,0.4073561973143285,45.133658042932396,31.14993492417119,0.1913522364740352,1.1538467118996014,0.007816671024284183,0.5008949309028409,0.0011462325920236216,119260.3079329258,5556.993806058999,0.7530089243660926,0.6568922830510212,,5.429935563391115,0.0370248222721834,1.0035102286465465,0.0038638167214209984,0.7937902390611784,0.18623955159437208,1.1587493822424362,0.25827860998874236,,,-0.05617794855977441,0.005026128129554698,-0.2079718179659437,0.007156649946741214,,,33.46652730573075,35.27282735447203,,9.831,0.006,10.32,0.005
389,83.81516666666666,-5.3823333333333325,05 35 15.64,-05 22 56.4,19,1,16,120000.0,"[89, 90, 91, 92]","[87, 88, 88, 87]",3572.0076343444766,16.717792295099343,27.229832611860083,0.467253861534509,45.153794566571385,31.093406680627574,0.3144567043696931,1.0486345465287623,0.0058315912959349125,0.5005011357916352,0.0006274543902817231,100510.87400846265,4309.298666627605,0.7601522048818512,0.659758748635029,,5.837748505405634,0.07546185801569205,2.2017153615677167,0.025519231646049745,3.5526284646690627,0.8929707694199983,5.5780773163748485,1.342545812724647,,,0.006502962200628673,0.004804941456376599,-0.04945688832816836,0.007669826317508611,,,90.66713211845719,94.1423140159972,,,,,
386,83.81362499999997,-5.382416666666666,05 35 15.27,-05 22 56.7,19,1,16,120000.0,"[93, 94, 95, 96]","[97, 98, 98, 97]",3681.917618595193,13.521701856642949,12.506526312924317,0.1342155713256501,41.73335620359497,27.61730775778365,0.1705244399814987,1.0154967339098924,0.007805361353335649,0.5012203532228091,0.0014581849664314639,11701.388179339183,1799.0936323052247,0.08196518645595645,0.07131564594642596,,6.32178150794976,0.06549237296525279,1.289497323632322,0.015551556607968253,2.5464794900163783,0.6213334698681532,3.6567396687789904,0.8244994147990677,,,0.07045433651798609,0.007653197410659739,0.48059063940156044,0.010720048048888292,,,41.183942308804085,45.273107768320344,,9.189,0.011,9.504,0.006
398,83.81333333333332,-5.381777777777778,05 35 15.20,-05 22 54.4,19,1,16,120000.0,"[99, 100, 101, 102]","[97, 98, 98, 97]",4432.338932328882,207.5625595619149,27.030080682033713,1.7909954187767134,39.025171468778964,24.847603783532485,0.8639048770983528,1.0006838804697056,0.0007783700052527154,0.5003750519786598,0.00048673845557223316,1177756.6616597604,79346.83907666209,5.81783245759992,5.109138191290742,,5.564264649974886,0.02824908714522545,1.4425441935732342,0.01541641215426326,0.8538913316488745,0.25021116294594703,1.04000139366166,0.3018572240162014,,,0.07195824247825654,0.006666184218265252,0.47181012909971365,0.006214733365309227,,,64.3383182225582,65.04179696986988,,,,9.365,0.005
413,83.81454166666666,-5.380166666666666,05 35 15.49,-05 22 48.6,19,1,16,180000.0,"[113, 114, 115, 116]","[117, 118, 118, 117]",3652.341006720141,26.910970799231336,28.699920598927086,0.5742832435226148,39.88485448281234,25.510159008000034,0.36187650843810104,1.0101027272474428,0.00820392981542828,0.5031115902939165,0.003555384388912175,6178.165203883152,3303.780137027179,0.044166017489884,0.03839403338522849,,5.293476083118311,0.12307376710541451,1.0013629367992503,0.0013048436805588315,0.8344537378070562,0.18390174767525264,1.1688278345175198,0.2465311351671622,,,-0.20257067260264863,0.010650339325582514,-0.38232454134388333,0.015032599767942911,,,19.87823049881875,21.688397530015656,,9.831,0.006,10.204,0.003
253,83.82587499999998,-5.393305555555556,05 35 18.21,-05 23 35.9,19,1,16,120000.0,"[119, 120, 121, 122]","[117, 118, 118, 117]",4050.794885921794,132.33245694405537,5.6543843935743565,1.0797131842096443,42.7057890410748,28.2375276512292,0.3158611104980409,1.080329450489499,0.010090868812827836,0.502056743612512,0.002337358212140095,563053.9141619406,40352.44054006343,3.179963144166964,2.781221651863701,,4.9597834108230705,0.08947213829726763,1.0010108939945437,0.0011299871242934634,0.5077508482100486,0.13369500516961552,0.6477651486081699,0.14261777463720388,,,-0.09279458969921717,0.0072057130223097746,-0.251528964955244,0.008274843867514023,,,26.275800550763606,25.620392886106206,,,,,
288,83.82966666666665,-5.3908611111111115,05 35 19.12,-05 23 27.1,19,1,17,450000.0,"[38, 39, 40, 41]","[42, 43, 43, 42]",3712.82494532495,25.954885770443525,18.573642794703016,0.3669860133436966,40.74698884536691,26.43516197355179,0.24988746304099507,1.213833269234877,0.011323800519876026,0.6669305792344239,0.014493661776169786,39443.99241668914,3476.214277185685,0.2704511868260889,0.23554972255322643,,5.437284808592672,0.06734983165965724,1.0010806989738081,0.0013696825467529594,0.3679563806421764,0.07949771247131457,0.5058191432340629,0.10179965748451815,,,-0.06858891936279102,0.006935937845589182,0.1423609921207388,0.01086345396082572,,,24.30606985268714,25.27443053054982,,10.622,0.004,11.064,0.003
420,83.81599999999999,-5.379416666666666,05 35 15.84,-05 22 45.9,19,1,17,450000.0,"[44, 45, 46, 47]","[42, 43, 43, 42]",3517.9542791007007,12.407382377188696,24.75234085529203,0.22183864388293806,40.16882596518554,25.724809937965855,0.1993154477163408,1.0392822578757512,0.008702397105350701,0.5990533767010942,0.011992494110771579,143.15138590005677,156.54892212072957,0.0011251524113317197,0.0009753452952989211,,5.440223609005595,0.06187891735041173,1.1990992601385049,0.014452744174470289,0.5995941302467778,0.1521723501228344,0.9240571792001262,0.20846919951545426,,,-0.025674948908012755,0.005979911962050086,0.20967269248629222,0.0077732517366334575,,,35.18055867997069,38.656875617190266,,10.678,0.01,10.804,0.004
412,83.81808333333332,-5.380305555555555,05 35 16.34,-05 22 49.1,19,1,17,450000.0,"[48, 49, 50, 51]","[62, 63, 63, 62]",3567.515604792819,22.141300778297136,32.32427736456685,0.6112708660802078,47.18831356820633,32.668139335763684,0.5013089651145428,1.0144444106352106,0.0064897027927081075,0.5489044923957171,0.009392018066241459,122082.57445000557,6081.8011822634435,0.926244781724326,0.8038047384602525,,5.054871712653963,0.0406095614187163,1.014333117076853,0.010190808764035553,0.3401616358732995,0.08706906882499733,0.5414225954425165,0.11768988392788035,,,-0.19374729859104867,0.0050188525403418865,-0.3072529041127636,0.006761247978758517,,,36.61264590920589,37.80897378321188,,10.473,0.007,10.964,0.004
282,83.82866666666665,-5.391361111111111,05 35 18.88,-05 23 28.9,19,1,17,450000.0,"[54, 55, 56, 57]","[52, 53, 53, 52]",3404.653767021237,31.04310626189863,6.482116509778379,1.1389316841588837,41.3766629324044,26.681860901087248,0.2384358494380372,1.0018642521485115,0.0021274528868389098,0.502008609031769,0.0025881543220291348,154606.66854251962,8657.275433302668,1.32428274202683,1.1431204850071206,,5.150212181798934,0.10895030097342717,1.0714914332603505,0.012122870017348464,0.009677367443689223,0.0025900501002346092,0.35311020331487786,0.07979878616371809,,,-0.15733691657167645,0.011062268604451295,-0.17391622177504829,0.01192650807398224,,,19.942872009173897,21.410967222243812,,10.944,0.007,11.565,0.005
217,83.83770833333331,-5.396944444444445,05 35 21.05,-05 23 49.0,19,1,17,180000.0,"[58, 59, 60, 61]","[62, 63, 63, 62]",3653.5069885369926,19.20243057938933,46.59935256751762,0.5456514670105967,44.147263716628416,29.378142856363972,0.42379463400407147,1.049873314880551,0.00646937713496043,0.5027656532007669,0.002739764963416047,37019.03677580682,2683.428575176018,0.2644316768222397,0.22986461770683614,,5.683759775468976,0.03220882451078255,1.9064277861309005,0.01871304785794392,2.7777995931611663,0.8087772654061028,4.4742611811459785,1.0598172741176393,,,-0.13014611630917294,0.004626425482667243,-0.2369939144414263,0.005678111132307054,,,81.05626614818729,87.17894252541356,,,,,
217,83.83770833333331,-5.396944444444445,05 35 21.05,-05 23 49.0,20,1,18,120000.0,"[27, 28, 29, 30]","[31, 32, 32, 31]",3633.6264848975934,20.34879101854608,47.030579016115226,0.7245695154721261,44.83458450420166,29.727240016259188,0.4817927205466077,1.0474843551052937,0.007070959803786803,0.5003623376734618,0.00045244907122027334,34923.19921453234,3157.1607770178707,0.2529158297227635,0.21978304768218274,,4.772153148201727,0.0723264810105646,1.5986850320993489,0.01739398245223056,3.05055178581639,0.7427900210924573,4.36657843747142,0.9532395765570015,,,0.10696668317395189,0.005302268346029114,0.35099722919644694,0.006160022638356716,,,58.95531463623047,62.59660339355469,,,,,
229,83.83904166666665,-5.395944444444445,05 35 21.37,-05 23 45.4,20,1,18,450000.0,"[33, 34, 35, 36]","[31, 32, 32, 31]",3671.124403265498,140.59222095205155,25.478883407047046,4.661979551938879,44.42954035847636,29.22594307417698,1.9591425935039517,1.0068031257807093,0.006793816339946801,0.510256535634952,0.012687348839861667,8779.292201532931,9811.519523760115,0.06195335786431656,0.05388983169760287,,10.40396315476892,1.0579260935804493,1.4788071579514506,0.015469921101677664,0.23121631751809335,0.15226501625999764,0.26310466270704913,0.0840838172797301,,,0.2134227912853788,0.09025637472943834,0.3338966772166431,0.10015114491950577,,,7.532445430755615,7.758618354797363,,10.278,0.003,10.904,0.004
228,83.80249999999998,-5.395611111111111,05 35 12.60,-05 23 44.2,20,1,19,120000.0,"[31, 32, 33, 34]","[35, 36, 36, 35]",3790.5049898205148,44.170083312931865,40.52832857642368,0.8974551676529039,42.34699587403086,27.08909301776356,0.6498589465010944,1.0045015432243432,0.004411396805546919,0.9188010118915646,0.01609734168547311,77800.26129558837,7320.703678630081,0.506885832002142,0.4419927908988304,,4.432641343225403,0.0721227332483485,2.8131965692502554,0.031479379235017646,3.196747084388594,0.7630042820235068,4.440310758723328,0.9723247312712561,,,-0.07213230517205252,0.005383564591959912,0.3677750108686025,0.007540426051109633,,,70.24503392203258,73.14372603483525,,,,9.229,0.003
224,83.79474999999998,-5.3957500000000005,05 35 10.74,-05 23 44.7,20,1,19,90000.0,"[37, 38, 39, 40]","[35, 36, 36, 35]",3874.3979833720314,27.501642808973884,25.078004937771766,0.3401141669057459,41.327110703409666,25.78970297878456,0.20731887087972112,1.1080349791684068,0.01050429176571921,0.8816210080342257,0.018482428008112062,86.38605982645178,118.13781120520058,0.0005357631374952453,0.0004674444875573726,,4.685435170115635,0.069972581169917,4.309038038373448,0.049826374470598456,11.829461734580473,2.8826937028172996,16.36668526253762,3.5316925969645556,,,-0.025718672090214473,0.005772590345564906,0.37319852657079433,0.007729079000373146,,,93.10091806368459,100.67936965735454,,,,,
135,83.80949999999999,-5.406861111111112,05 35 14.28,-05 24 24.7,20,1,19,180000.0,"[41, 42, 43, 44]","[35, 36, 36, 35]",3697.7048333632697,43.54534310385702,49.08195531209574,1.3494114915927327,43.96021710038432,28.392221664282815,1.0056726242955492,1.1549143744686814,0.015116229744428722,0.8948363439233875,0.024966300254637863,44561.21229322428,6807.927120089884,0.3086909651924424,0.2687389336773782,,5.007355916362329,0.09018794559671495,1.2341112253475552,0.014413609135608407,0.6883753137236162,0.16059083794468185,1.1426626722401174,0.29752958635357235,,,0.04058273886475546,0.008397285706065138,0.47700727746382066,0.010441761345772488,,,20.83402170042516,23.013277387527605,,9.131,0.003,9.543,0.003
440,83.82233333333332,-5.376611111111111,05 35 17.36,-05 22 35.8,20,1,20,120000.0,"[32, 33, 34, 35]","[40, 41, 41, 40]",3717.1351952908103,59.14370067121081,24.68841519315974,1.023288465395023,43.561257371406434,28.00545406667086,0.6421011089329625,1.0246091878038612,0.010961414988392315,0.6396432351231542,0.018237083452556313,210472.7032546189,18530.86246966348,1.4389856338753746,1.253415930755013,,5.134573762075046,0.08683062770034278,1.2213843335503447,0.014258027771779203,0.5501925279252271,0.13722149614382756,0.707128684744001,0.15100763437903292,,,-0.08029407477587637,0.007822485992176068,0.3273732011060258,0.011875291013589584,,,24.049537237868243,23.41214822779149,,,,9.552,0.003
450,83.82087499999999,-5.375861111111111,05 35 17.01,-05 22 33.1,20,1,20,300000.0,"[36, 37, 38, 39]","[40, 41, 41, 40]",3669.429020119613,20.96009358543688,13.177642911530604,0.3723864172502882,41.41042964045623,25.819273305355285,0.22104615008447936,1.0076879519691313,0.008053236032442124,0.5895578049173599,0.020452558980201374,819.3354995509783,886.7703439725353,0.005788478095627815,0.005034953058735584,,5.43016926028383,0.12327485339455402,1.1536766470686524,0.013896735573797558,0.8280998315803398,0.18114325705354511,1.0796095416170524,0.2179230992790521,,,-0.07603908613019292,0.010695260002648546,0.34235999468037054,0.013550854400296047,,,18.841694340392927,20.21228232928667,,9.674,0.003,9.994,0.003
277,83.83524999999999,-5.391583333333334,05 35 20.46,-05 23 29.7,20,1,20,300000.0,"[42, 43, 44, 45]","[40, 41, 41, 40]",3454.605806058486,25.14064101618237,13.835643069560597,0.6866955035536071,41.76731168476099,26.0712675022489,0.3127336134472891,1.0026517296481752,0.003392157040664423,0.5267263084349509,0.017444128192692865,41083.42093140653,4640.631834597254,0.33858861594490947,0.29291000827336733,,5.371997697258239,0.13287449592695344,1.005532530045763,0.005561498838034029,0.3248427948708794,0.08082129785156576,0.43704059155938024,0.10135203979253095,,,-0.10627995810129164,0.013544715753579073,0.27721420173588074,0.01865375891972379,,,13.826457101639164,14.470515265221625,,9.125,0.003,9.848,0.004
204,83.840875,-5.398305555555556,05 35 21.81,-05 23 53.9,20,1,20,300000.0,"[46, 47, 48, 49]","[40, 41, 41, 40]",3730.4244485250665,40.332293461851805,47.25363497098803,1.278586592585036,39.72052529364947,23.971025673509185,0.7197322239207935,1.0273566820281619,0.011060444696433858,0.5244382597993245,0.013573245256519373,45919.242939747826,6213.372734345598,0.31115434056044955,0.27113379599460274,,5.402492592125709,0.0804815404289485,1.3352358231161918,0.015429711588992312,0.5743089972859741,0.1292950940576865,0.7389441014229492,0.15505188661356756,,,-0.10040233657864557,0.008505153589336387,0.29868258159771216,0.012157669778520841,,,29.801389078872763,30.92086504035578,,9.372,0.003,9.783,0.003
229,83.83904166666665,-5.395944444444445,05 35 21.37,-05 23 45.4,20,1,20,450000.0,"[50, 51, 52, 53]","[58, 59, 59, 58]",3598.9568304059353,32.78032034233411,13.455039960515721,0.6163636744492313,44.24625880108111,28.429896710282453,0.2830495570474518,1.008464396807523,0.00874038441406122,0.5810298549163927,0.024374750234854803,22044.206373856963,4276.345340413636,0.16354015373393654,0.14201704010285457,,5.3751247480172974,0.1557237936083289,1.071022560026945,0.0138137567373956,0.38152227042927245,0.08546369617458804,0.5008264232995593,0.10265106891190842,,,0.04160975868656958,0.0151746062377623,0.22718705449555057,0.018843597834654294,,,14.324818062176902,15.185763414582633,,10.278,0.003,10.904,0.004
214,83.82945833333332,-5.397111111111111,05 35 19.07,-05 23 49.6,20,1,20,450000.0,"[54, 55, 56, 57]","[58, 59, 59, 58]",3782.213768283758,202.69667357551452,17.221464326632116,3.637361820608045,52.81033865505819,36.91278185005172,1.347551657934769,1.0945356340050978,0.01838757151711512,0.5747553316634981,0.022434256912307327,603786.6085131041,130619.49298991894,3.9553253177414125,3.448582136645091,,5.178256403141054,0.12047177176066359,1.0248026844539002,0.011783922011157966,0.1114801336061626,0.053723737790607774,0.12777357877116535,0.05031049686396339,,,0.0060053050224739305,0.010490593246108001,0.19686013405416442,0.016315345404537954,,,16.29818094599733,15.49173398759756,,10.085,0.002,11.118,0.003
215,83.80116666666666,-5.396694444444445,05 35 12.28,-05 23 48.1,20,1,21,300000.0,"[29, 30, 31, 32]","[61, 62, 62, 61]",3680.0164929735492,33.42353811933185,9.978473362601038,0.6234172324519882,43.98044852286489,28.1678604377445,0.256338967517042,1.0604285240967273,0.016649608854480857,0.6669780043133592,0.028824004946835957,31539.938296944965,4359.9995479646,0.22121329231378584,0.1924604293820745,,5.332660471913803,0.1267428704850464,1.0018930290681234,0.002206931544546209,0.44308516841466794,0.10137568008263044,0.5840652672464923,0.12544299250082894,,,-0.09500913952540693,0.012081374919304035,0.061774206661708506,0.0163138084707357,,,13.43989565154062,14.310791045767873,,9.72,0.003,10.027,0.003
240,83.80604166666666,-5.394555555555556,05 35 13.45,-05 23 40.4,20,1,21,300000.0,"[33, 34, 35, 36]","[37, 38, 38, 37]",3687.891651650229,110.96713997570328,16.97972905332283,1.5018478451957629,42.098155342509706,26.232184699519383,1.0009327955704634,1.0523663893215858,0.009769597057680435,0.717543693830701,0.015477323730560488,623364.6237866192,92812.26899392478,4.347982687934254,3.7838596865887086,,5.601994561931413,0.08121267940196608,1.5997496978497037,0.020838712041321372,0.31135815630777675,0.08254343481132724,0.464659923276443,0.11211843924747425,,,-0.1780355299833278,0.00802416291440139,-0.3129091416970589,0.013004682942838991,,,42.96335009420591,42.427838654701816,,9.469,0.003,10.497,0.003
546,83.81249999999999,-5.366666666666666,05 35 15.00,-05 22 00.0,20,1,21,300000.0,"[39, 40, 41, 42]","[51, 52, 52, 51]",3771.988894992744,31.26553276914001,17.016681410112813,0.658448174500565,37.2498625940703,21.299872405890483,0.3625602797508769,1.010013388171657,0.007854876548096579,0.575923539266209,0.02018255530228613,42803.77067076318,4899.554136937077,0.282302750005201,0.24606862112963712,,5.725098749074327,0.09663240171166443,2.368517801089334,0.029371183899467024,1.4306758185884494,0.33938129611572726,2.0229694159949556,0.42350558156226537,,,0.03330180433186417,0.011029887491296485,-0.1763401074511118,0.014124115016729569,,,45.05411740983028,48.345741076767105,,9.841,0.003,10.027,0.003
504,83.81395833333332,-5.3709999999999996,05 35 15.35,-05 22 15.6,20,1,21,120000.0,"[43, 44, 45, 46]","[51, 52, 52, 51]",3531.71052962062,94.1110030977436,33.32751100455992,2.9055497474306016,45.16106906777737,29.144790307381847,1.4321107864508775,1.003895251150172,0.003924690309494605,0.6100805811632025,0.01624090135664491,520162.24019198504,71079.96769370447,4.047866904970802,3.5105807636806707,,5.14732910743937,0.08160305515188959,4.428571095105467,0.0488760313876897,1.4008438092279718,0.38467544485228955,2.0436527298087697,0.463140425322754,,,0.00796916848139733,0.008590970519234034,-0.23918316619429109,0.011619596995730827,,,97.11389487544659,97.01973103701303,,,,9.208,0.003
703,83.80749999999999,-5.3686388888888885,05 35 13.80,-05 22 07.1,20,1,21,300000.0,"[47, 48, 49, 50]","[51, 52, 52, 51]",3560.0516427303683,34.829228715882664,11.360076526561526,0.7524928304331624,48.509673309748734,32.44942730714241,0.37782678967420225,1.0025950095752203,0.0028648410495614174,0.5737727182638224,0.01739928171176308,191200.5712964051,12836.798042090595,1.4583032281503023,1.2652782487388912,,5.274138892306361,0.08139656779773663,3.901646023215696,0.04242023657603222,1.7948594744900053,0.4136140461406319,2.462126662779939,0.5086784685515975,,,0.06638748539610714,0.008615575441054516,-0.2339035131359448,0.011898688170184288,,,79.57963236937442,81.23483685744554,,9.325,0.004,9.856,0.003
431,83.81216666666664,-5.377527777777777,05 35 14.92,-05 22 39.1,20,1,21,120000.0,"[53, 54, 55, 56]","[37, 38, 38, 37]",3654.7304721534574,34.68229728340543,20.415786030934502,0.6899997500073862,48.91683840851988,32.75200838042024,0.34877627172882697,1.007101115219107,0.006752445611842628,0.6605617292860101,0.013613537509072238,111543.58209983888,7783.115699231981,0.7960581729155061,0.6920610417806844,,4.926643217823206,0.07019107563966953,1.838729761575051,0.02060425524277909,1.8120084793656996,0.41338722194331945,2.326468224744959,0.46454492023486255,,,-0.21830456441034457,0.006595373546764344,-0.3323880288952739,0.010884627981941258,,,42.17164565750531,43.20217846713042,,,,9.273,0.004
229,83.83904166666665,-5.395944444444445,05 35 21.37,-05 23 45.4,20,1,21,450000.0,"[58, 59, 60]","[61, 62, 62]",3640.6918935343,25.198593124334593,13.605934216587848,0.6208499187521106,44.03569542269064,27.783896769127097,0.2384303940037178,1.104296709216557,0.017345127689587625,0.6233397466831336,0.02000949560006504,22221.584801948964,3614.3910422899626,0.16014115276647065,0.13917652124071292,,4.792121496773876,0.10612211295923846,1.232891089616265,0.013869712020592062,0.5446446620496135,0.12833726642756546,0.6962000855079924,0.14464783484859486,,,-0.047260926348454024,0.010967521683252344,0.2457886232194301,0.01147971474129203,,,19.209806392946184,20.11028655013935,,10.278,0.003,10.904,0.004
484,83.82041666666666,-5.372916666666666,05 35 16.90,-05 22 22.5,21,2,1,300000.0,"[27, 28, 29, 30]","[37, 38, 38, 37]",3963.7137130200804,29.609704043001784,25.00569127157736,0.352082374365283,51.19088949790999,31.00284644735475,0.24922906845515058,1.1251166995255137,0.010472294906235358,0.6637277730864035,0.015387604351206563,134.5754712010097,168.29600437607354,0.0007943190972581835,0.0006937335996273406,,5.674793816964571,0.07912094789794288,1.4632860142583044,0.016563584394792885,1.2110925045597107,0.2732046767616434,1.6255371259866553,0.33668502136575457,,,0.18401011458923938,0.007413787798135618,0.4808802264751624,0.012223307803215261,,,33.43655114966495,37.036136150954206,,9.515,0.003,9.884,0.004
476,83.81395833333332,-5.373666666666666,05 35 15.35,-05 22 25.2,21,2,1,300000.0,"[31, 32, 33, 34, 35, 36]","[37, 38, 38, 37, 37, 38]",3460.8141703176298,38.25438410572883,11.703787033315885,1.1247147845995578,51.37868306713457,31.09098305346467,0.4391475055914107,1.2976363489640395,0.019323956138605825,0.6027386704134112,0.020127812609082474,152110.05958942836,13030.853226415726,1.2477851177353412,1.079543244535549,,4.92615135862808,0.12154408065373001,1.1200633674787728,0.01387738091980617,0.21689633179722567,0.055187376255639464,0.35414759601630297,0.07155561673519423,,,0.018748834631808715,0.009678918805107269,0.3184958739675548,0.013147867468035118,,,15.957976598825098,17.251773757701052,,10.053,0.013,11.038,0.008
546,83.81249999999999,-5.366666666666666,05 35 15.00,-05 22 00.0,21,10,20,300000.0,"[7, 8, 9, 10]","[11, 12, 12, 11]",3795.048721164287,37.90087731169319,15.049368444198368,0.11916506573033736,4.404548168194834,26.09102353498173,0.26320764708450506,1.142413254300061,0.01224972354603715,5.297985584640256,0.08332651529135138,42074.47910582103,4084.7161594847603,0.27330882777667337,0.23833172311653,,5.17342607898317,0.0701183180009819,2.085352818268745,0.026873831371516,1.629916351259694,0.40779624546332255,2.266096738240866,0.48793977566364094,,,0.3103281008143596,0.004687912939802141,0.4716198565876861,0.009229561393157226,,,39.4691717328529,46.16893400193685,,9.841,0.003,10.027,0.003
217,83.83770833333331,-5.396944444444445,05 35 21.05,-05 23 49.0,21,10,20,120000.0,"[13, 14, 15, 16]","[25, 26, 26, 25]",3683.2884250429497,39.38110037654383,46.69786172850318,0.9102100992352042,8.007062578993487,29.62092102306806,0.6750578619412853,1.0853785742575472,0.010205721693699488,5.423338531945578,0.06197407942126443,45592.89917783133,5683.138261313536,0.3190465224569523,0.27762270229226,,5.593521128237695,0.07818135149729244,2.7407930968131553,0.03114110871047715,3.8702262863854493,1.1711557726889399,6.056637141992802,1.402633952869883,,,0.2998831937691267,0.004129388422182606,-0.3383926335594546,0.00942538312229474,,,67.26143044383107,74.79332959358742,,,,,
277,83.83524999999999,-5.391583333333334,05 35 20.46,-05 23 29.7,21,10,20,600000.0,"[17, 18]","[25, 26]",3498.145095558992,20.864992690334475,12.496828819419383,0.7083125931829874,4.102689029829718,25.642511353442053,0.2179815092820072,1.0155996886553098,0.00830345547696898,5.641605808650046,0.06117657973901647,112121.07724547676,4886.905973645429,0.8939580322392516,0.7746125046728763,,5.675612918526938,0.07471649432654193,2.693868766082497,0.03196168851314285,1.8367685718314313,0.4938925794844028,2.6445880519379994,0.5904687455150635,,,0.3080995129035282,0.004294194663320594,-0.3242196038901273,0.009546481992889932,,,67.21841821321321,75.00574471532062,,9.125,0.003,9.848,0.004
