_RAJ2000,_DEJ2000,_r,m_ID,ID,Nvis,RAJ2000,DEJ2000,SNR,SaFlag,HRV,e_HRV,s_HRV,errHRV,f_Teff,Teff,e_Teff,f_logg,logg,e_logg,f_Vmicro,Vmicro,Vmacro,f_Vsini,Vsini,f_[M/H],[M/H],e_[M/H],f_[a/M],[a/M],e_[a/M],Chi2,TClass,AFlag,f_[C/Fe],[C/Fe],e_[C/Fe],f_[CI/Fe],[CI/Fe],e_[CI/Fe],f_[N/Fe],[N/Fe],e_[N/Fe],f_[O/Fe],[O/Fe],e_[O/Fe],f_[Na/Fe],[Na/Fe],e_[Na/Fe],f_[Mg/Fe],[Mg/Fe],e_[Mg/Fe],f_[Al/Fe],[Al/Fe],e_[Al/Fe],f_[Si/Fe],[Si/Fe],e_[Si/Fe],f_[P/Fe],[P/Fe],e_[P/Fe],f_[S/Fe],[S/Fe],e_[S/Fe],f_[K/Fe],[K/Fe],e_[K/Fe],f_[Ca/Fe],[Ca/Fe],e_[Ca/Fe],f_[Ti/Fe],[Ti/Fe],e_[Ti/Fe],f_[TiII/Fe],[TiII/Fe],e_[TiII/Fe],f_[V/Fe],[V/Fe],e_[V/Fe],f_[Cr/Fe],[Cr/Fe],e_[Cr/Fe],f_[Mn/Fe],[Mn/Fe],e_[Mn/Fe],f_[Fe/H],[Fe/H],e_[Fe/H],f_[Co/Fe],[Co/Fe],e_[Co/Fe],f_[Ni/Fe],[Ni/Fe],e_[Ni/Fe],f_[Cu/Fe],[Cu/Fe],e_[Cu/Fe],f_[Ce/Fe],[Ce/Fe],e_[Ce/Fe],Gaia,Sp
83.90301306,-5.16678194,0.235867,1,2M05353672-0510004,3,83.903013,-5.166782,59.2192,0,29.6901,0.058456,0.020843,0.082898,4,,,260,,,4,0.446355,6.073223,65540,,4,,,4,,,5.57995,Mg_b,8391296,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.90330111,-5.62957694,0.256554,1,2M05353679-0537464,2,83.903301,-5.629577,62.5155,1024,27.850201,0.040741,0.00242,0.057669,4,,,4,,,4,0.890064,1.0,4,25.9418,4,,,4,,,1.88322,Md_c,8388608,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.90483806,-5.17486806,0.229002,1,2M05353716-0510295,2,83.904838,-5.174868,102.455,0,30.653299,0.027287,0.157756,0.038646,4,,,4,,,4,0.829986,1.0,4,11.5558,4,,,4,,,3.34811,Md_b,8389248,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.90656889,-5.45457389,0.110362,1,2M05353757-0527164,2,83.906569,-5.454574,66.8717,0,27.790701,0.03526,0.131454,0.049869,4,,,4,,,4,0.723719,1.0,4,24.64904,4,,,4,,,4.78829,Md_c,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.90847389,-5.47265389,0.123601,1,2M05353803-0528215,1,83.908474,-5.472654,91.6591,512,27.7833,0.02717,0.0,0.02717,4,,,4,,,260,0.314507,1.0,4,6.71769,4,,,4,,,5.24675,Md_d,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.909225,-5.23861806,0.173776,1,2M05353821-0514190,2,83.909225,-5.238618,192.111,0,34.434799,0.048556,0.011383,0.068665,4,,,261,,,4,0.590024,6.959838,65540,,4,,,4,,,30.8177,Mg_b,75498624,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.91094806,-5.16573389,0.23976,1,2M05353862-0509566,5,83.910948,-5.165734,68.4854,0,31.683901,0.050572,0.815199,0.109006,261,,,4,,,4,1.278822,8.105731,65540,,4,,,4,,,6.18458,Mg_b,75499136,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,4,,,4,,,260,,,4,,,4,,,260,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.91136111,-5.28308389,0.139093,2,2M05353872-0516591,2,83.911361,-5.283084,54.5365,0,27.4091,0.106009,0.0,0.106009,4,,,4,,,4,0.870631,1.0,4,19.44912,4,,,4,,,6.34235,Md_b,8390784,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.91136111,-5.28308389,0.139093,2,2M05353872-0516591,2,83.911361,-5.283084,41.2755,0,26.9034,0.176841,0.0,0.176841,4,,,4,,,4,0.553223,10.790637,65540,,4,,,4,,,2.54994,Mg_b,75500672,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,4,,,4,,,261,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.911905,-5.21165611,0.198561,2,2M05353885-0512419,2,83.911905,-5.211656,274.391,0,29.686001,0.025811,0.0,0.025811,4,,,261,,,4,0.890668,3.928498,65540,,4,,,4,,,16.014,GKg_b,8390272,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.911905,-5.21165611,0.198561,2,2M05353885-0512419,2,83.911905,-5.211656,181.074,0,27.9601,0.039446,0.0,0.039446,4,,,260,,,4,0.578282,3.883341,65540,,4,,,4,,,13.9252,GKg_b,8390272,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.91207111,-5.60923111,0.240661,2,2M05353889-0536332,2,83.912071,-5.609231,41.7535,512,26.5415,0.085555,0.0,0.085555,261,,,4,,,4,0.544791,7.518657,65540,,4,,,4,,,3.08752,Mg_d,8392320,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.91207111,-5.60923111,0.240661,2,2M05353889-0536332,2,83.912071,-5.609231,31.2237,512,25.446899,0.102661,0.0,0.102661,261,,,4,,,4,0.966848,8.02269,65540,,4,,,4,,,2.0192,Mg_c,75501184,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.91255,-5.35048111,0.100355,1,2M05353901-0521017,1,83.91255,-5.350481,110.325,0,29.271099,0.097801,0.0,0.097801,4,,,4,,,4,0.572572,1.0,260,73.41757,4,,,4,,,2.03053,Md_b,8389248,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.91261889,-5.68330889,0.31048,3,2M05353902-0540599,12,83.912619,-5.683309,184.374,0,26.662399,0.016174,0.262763,0.040386,512,3875.203,69.14,67108864,4.4089,0.1133,256,0.372555,1.0,0,8.45921,0,-0.116509,0.010937,0,-0.03822,0.003903,7.69237,Md_c,640,0,-0.019254,0.005664,0,-0.00252,0.022072,256,,,0,-0.053907,0.007162,512,,,0,-0.057258,0.012999,0,-0.156921,0.02262,0,-0.037071,0.010666,512,,,512,,,512,,,0,-0.059332,0.01249,512,,,512,,,512,,,512,,,512,,,0,-0.107159,0.01207,0,-0.461506,0.09373,0,-0.05326,0.025501,0,0.097406,0.04456,512,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=5249
83.91261889,-5.68330889,0.31048,3,2M05353902-0540599,12,83.912619,-5.683309,77.9399,0,28.1399,0.052712,0.511286,0.169352,4,,,4,,,4,0.453336,1.0,4,9.80505,4,,,4,,,2.23131,Md_c,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=5249,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.91261889,-5.68330889,0.31048,3,2M05353902-0540599,12,83.912619,-5.683309,36.1642,512,27.0249,0.056496,0.500544,0.151227,4,,,4,,,4,1.069515,1.0,4,8.67102,4,,,4,,,1.11437,Md_c,8391296,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.91263194,-5.11786694,0.285116,1,2M05353903-0507043,1,83.912632,-5.117867,55.1569,0,28.174,0.207288,0.0,0.207288,4,,,4,,,4,1.020303,1.0,4,40.24389,4,,,4,,,1.65752,Md_a,8391296,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.91282,-5.14901194,0.255964,1,2M05353907-0508564,1,83.91282,-5.149012,185.949,0,33.116199,0.078412,0.0,0.078412,4,,,261,,,4,2.732059,4.927127,65540,,4,,,4,,,28.327,GKg_a,75499136,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.91336111,-5.27653389,0.145346,1,2M05353920-0516355,1,83.913361,-5.276534,59.3337,0,35.7724,0.072018,0.0,0.072018,4,,,4,,,260,0.354454,1.0,4,13.84204,4,,,4,,,2.90055,GKd_b,8390784,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.91519,-5.46396389,0.122911,1,2M05353964-0527502,5,83.91519,-5.463964,55.4704,0,27.898399,0.044223,0.590679,0.096683,4,,,4,,,4,0.850421,1.0,4,15.15654,4,,,4,,,2.90924,Md_d,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.91648194,-5.11022806,0.293592,2,2M05353995-0506368,8,83.916482,-5.110228,198.898,0,26.6866,0.018189,0.25558,0.045619,4,,,261,,,260,0.389413,4.271827,65540,,4,,,4,,,15.0107,Mg_a,8390272,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=5249
83.91648194,-5.11022806,0.293592,2,2M05353995-0506368,8,83.916482,-5.110228,76.297,0,26.9098,0.053277,1.39146,0.144312,4,,,261,,,4,0.825251,4.220056,65540,,4,,,4,,,4.33202,Mg_a,8392320,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=5249,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.916995,-5.466375,0.125822,1,2M05354007-0527589,2,83.916995,-5.466375,21.3381,512,31.7446,0.061006,0.371712,0.159133,4,,,4,,,4,1.795808,1.0,4,3.7057,4,,,4,,,1.20759,Md_d,142609024,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.91744611,-5.29147,0.137203,1,2M05354018-0517292,2,83.917446,-5.29147,214.535,0,59.009201,0.548969,1.2572,0.547485,4,,,4,,,4,10.0,1.0,4,12.05036,4,,,4,,,1.97392,BA,8388608,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.91874611,-5.4505,0.117959,1,2M05354049-0527018,1,83.918746,-5.4505,108.128,1024,-1.52635,0.025576,0.0,0.025576,4,,,4,,,4,0.943494,1.0,4,5.59938,4,,,4,,,3.26205,GKd_c,8388608,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.919835,-5.21331389,0.200934,2,2M05354076-0512479,3,83.919835,-5.213314,62.533,0,24.938999,0.042703,2.81044,0.061366,4,,,260,,,4,0.767273,4.338704,65540,,4,,,4,,,5.32991,Mg_b,8389248,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.919835,-5.21331389,0.200934,2,2M05354076-0512479,3,83.919835,-5.213314,51.2101,0,29.787001,0.045958,0.0,0.045958,4,,,260,,,4,0.712755,4.54765,65540,,4,,,4,,,3.52996,Mg_b,8391296,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.91990694,-5.15044194,0.257314,2,2M05354077-0509015,3,83.919907,-5.150442,293.486,0,34.084801,0.0537,0.0,0.0537,4,,,4,,,4,1.038532,1.0,260,83.96534,4,,,4,,,3.96561,GKd_b,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.91990694,-5.15044194,0.257314,2,2M05354077-0509015,3,83.919907,-5.150442,231.734,0,36.443699,0.078264,1.39905,0.149624,4,,,261,,,4,1.336503,5.022624,65540,,4,,,4,,,26.6072,GKg_a,75499136,269,,,2317,,,2317,,,2317,,,2317,,,269,,,269,,,269,,,2317,,,2317,,,269,,,2317,,,2317,,,269,,,269,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,269,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.92005306,-5.36161889,0.104056,3,2M05354081-0521418,9,83.920053,-5.361619,136.73,0,31.211599,0.046461,1.28224,0.114249,512,3847.68,70.902,134217728,3.8072,0.0502,256,0.325949,1.0,0,37.80942,0,-0.223569,0.0124622,0,-0.056548,0.004542,6.77626,Md_b,640,0,-0.023325,0.00635,0,-0.069465,0.024453,0,-0.255737,0.05952,0,-0.064966,0.007955,512,,,0,-0.072847,0.014442,0,-0.215381,0.02491,0,-0.028238,0.011853,512,,,512,,,512,,,0,-0.296342,0.014032,512,,,512,,,512,,,512,,,512,,,0,-0.204529,0.013597,0,0.390704,0.101453,0,-0.19843,0.029362,0,0.165066,0.049114,512,,,,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=5249
83.92005306,-5.36161889,0.104056,3,2M05354081-0521418,9,83.920053,-5.361619,72.6862,0,27.8176,0.054682,0.0,0.054682,4,,,4,,,260,0.304509,1.0,4,15.87815,4,,,4,,,2.98078,Md_b,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.92005306,-5.36161889,0.104056,3,2M05354081-0521418,9,83.920053,-5.361619,54.9581,0,28.299101,0.113329,0.462799,0.159891,4,,,261,,,4,0.686784,3.622436,65540,,4,,,4,,,5.1067,GKg_c,75501184,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.92011611,-5.53385306,0.177998,1,2M05354082-0532018,2,83.920116,-5.533853,63.2268,0,25.5944,0.053356,0.006188,0.077089,4,,,261,,,4,0.606541,4.695137,65540,,4,,,4,,,8.03545,Mg_c,75499136,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.92103306,-5.10703889,0.29812,2,2M05354104-0506253,5,83.921033,-5.107039,65.3427,0,28.928301,0.045967,0.712735,0.1721,4,,,4,,,4,0.846791,1.0,4,12.54585,4,,,4,,,1.98902,Md_b,8389248,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.92103306,-5.10703889,0.29812,2,2M05354104-0506253,5,83.921033,-5.107039,68.0839,0,27.378401,0.037686,0.0,0.037686,4,,,4,,,4,1.028237,1.0,4,12.30835,4,,,4,,,1.86247,Md_a,8389248,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.92108,-5.60633306,0.241632,1,2M05354105-0536227,1,83.92108,-5.606333,4.0192,16,-63.731899,1.89568,0.0,1.89568,4,,,4,,,4,,,4,,4,,,4,,,,,-2139095040,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4612
83.92209,-5.64248611,0.275211,1,2M05354130-0538329,2,83.92209,-5.642486,40.109,0,29.2974,0.058187,0.259523,0.08253,4,,,4,,,4,0.461604,1.0,4,15.00721,4,,,4,,,2.00355,Md_c,8390784,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4612,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=4611
83.92216306,-5.46399389,0.128425,2,2M05354131-0527503,8,83.922163,-5.463994,173.361,0,26.5875,0.022897,0.665599,0.058684,512,3521.413,62.568,33554432,3.308,0.0542,256,0.308866,1.0,0,9.33899,0,-0.701549,0.018936,0,-0.074135,0.007035,13.9508,Md_b,0,0,-0.205941,0.006292,0,-0.238607,0.028865,0,-0.126312,0.08034,0,-0.298045,0.00738,512,,,0,-0.339878,0.018837,0,-0.670551,0.025461,0,-0.236608,0.014752,512,,,512,,,512,,,0,-0.026612,0.017048,512,,,512,,,512,,,512,,,512,,,0,-0.480069,0.019908,0,-0.199126,0.101173,0,0.07747,0.047019,0,-0.142835,0.05084,512,,,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=I/345/gaia2&Source=4611,http://vizier.u-strasbg.fr/viz-bin/https://dr16.sdss.org/infrared/spectrum/view/stars?apogee_id=%-18s             &location_id=5249
