ID,_RAJ2000,_DEJ2000,pmRA,e_pmRA,pmDE,e_pmDE,Ndet,Dt,F139,Note
650,83.75567946,-5.40370576,0.13,0.23,-0.84,0.2,2,9.9,15.51,
651,83.72732748,-5.38388391,0.17,0.15,0.74,0.56,2,9.9,14.98,
652,83.84360777,-5.42922729,-2.23,0.31,-1.26,0.45,2,10.6,12.76,
653,83.87787906,-5.41977086,-1.21,1.51,0.81,1.06,2,10.5,13.38,
654,83.87799875,-5.40867367,-2.04,1.86,1.68,1.63,2,10.5,12.85,
655,83.75671803,-5.40282555,1.21,0.29,0.25,0.27,2,10.6,13,
656,83.77373618,-5.41783776,-1.38,0.27,-0.16,0.11,2,10.6,11.97,
657,83.76922564,-5.41180221,0.12,0.1,-0.86,0.08,2,10.6,12.39,
658,83.72158708,-5.40025438,-1.44,1.17,-1.48,1.14,2,9.9,15.1,
659,83.77273243,-5.37514753,0.81,0.21,-1.09,0.11,2,9.9,14.17,
660,83.75408923,-5.40296732,1.07,0.12,-0.57,0.18,2,10.6,12.18,
661,83.87286621,-5.4270232,-0.51,0.22,1.25,0.18,2,10.5,14,
662,83.78211809,-5.41467557,0.04,0.39,-0.79,0.15,2,10.6,13.78,
663,83.75436264,-5.40284159,0.16,0.07,-0.62,0.14,2,10.6,11.91,
664,83.82478178,-5.42256789,0.27,0.16,-1.22,0.19,2,10.6,12.61,
665,83.83708622,-5.42623899,-0.58,0.16,-0.73,0.34,2,10.6,14.44,
666,83.84648399,-5.4173048,0.07,0.2,-1.41,1.13,2,9.9,16.04,
667,83.84680567,-5.41468718,-0.87,0.16,1.62,0.22,2,9.9,15.9,
668,83.81868326,-5.3765088,0.98,0.33,3.01,0.19,2,10.6,     ,3
669,83.85305192,-5.41069876,-0.31,0.34,1.14,0.35,2,9.9,17.58,
670,83.8318942,-5.41172166,0.2,0.04,0.42,0.05,2,9.9,17.26,
671,83.82134881,-5.40955345,0.09,0.4,-0.42,0.76,2,9.9,17.09,
672,83.82077288,-5.40847662,1.14,0.18,-0.04,0.22,2,9.9,20.34,
673,83.82068227,-5.3998875,0.46,0.06,-0.64,0.09,2,9.9,16.26,
674,83.81478232,-5.4125886,-0.98,0.74,-1.51,0.21,2,9.9,19.11,
675,83.81354607,-5.39714644,-0.6,0.13,0.65,0.11,2,9.9,16.5,
676,83.80689124,-5.39687791,-1.08,0.26,0.31,0.33,2,9.9,19.42,
677,83.80537699,-5.40162125,-0.77,0.24,-0.15,0.42,2,9.9,19.91,
678,83.79044325,-5.39885173,-2.33,0.23,1.8,0.17,2,9.9,     ,
679,83.78424832,-5.40093942,1.14,0.13,1.47,0.22,2,9.9,     ,
680,83.77092712,-5.41697032,0.65,0.14,-0.35,0.13,2,9.9,15.99,
681,83.79176268,-5.41704875,-0.04,0.16,-0.6,0.14,2,9.9,16.92,
682,83.7959561,-5.41340074,-0.24,0.15,-0.56,0.17,2,9.9,17.95,
683,83.8046926,-5.4146963,-0.28,0.25,1.73,0.14,2,9.9,14.65,
684,83.75101641,-5.40219764,-0.11,0.39,1.33,0.38,2,9.9,16.97,
685,83.75575362,-5.40374078,0.26,0.29,-0.65,0.33,2,9.9,     ,
686,83.82634522,-5.41742267,0.99,0.21,-0.56,0.18,2,9.9,17.78,
687,83.84216347,-5.41878693,-1.98,0.21,-0.18,0.22,2,9.9,16.36,
688,83.84713535,-5.41828428,0.77,0.36,-0.17,0.23,2,9.9,17.81,
689,83.84594168,-5.42673958,-0.23,0.46,-0.41,0.26,2,9.9,14.86,
690,83.85105708,-5.42205071,1.6,0.15,0.26,0.2,2,9.9,     ,
691,83.86405218,-5.42273059,0.13,0.27,0.48,0.41,2,9.9,18.19,
692,83.71522138,-5.37773089,1.7,1.58,2.51,2.19,2,9.9,16.26,
693,83.87365823,-5.44068621,-0.93,1.21,0.74,0.18,2,9.9,16.58,
694,83.84832274,-5.4240301,-7.25,0.26,1.09,0.72,2,10.5,12.81,4
695,83.80671534,-5.40715506,-1.29,0.11,-2.05,0.1,2,8,12.26,
696,83.808529,-5.43058403,0.46,0.09,-1.27,0.04,2,8.1,12.51,
697,83.83635598,-5.43775053,-1.16,0.07,-1.76,0.02,2,19.9,13.53,
698,83.81023863,-5.41726255,-0.01,0.14,0.01,0.01,2,8.1,12.17,
699,83.83481445,-5.43817873,0.3,0.1,-0.07,0.01,2,19.9,14.26,
700,83.81215668,-5.37755875,1.68,0.6,0.05,0.94,2,4.1,10.04,
701,83.80958693,-5.36789141,-0.08,0.12,1.47,0.17,2,5,     ,
702,83.81133678,-5.37485896,0.79,1.02,1.54,0.77,2,4.1,17.47,
703,83.80982703,-5.37575633,1.87,0.95,0.91,0.68,2,4.1,17.21,
704,83.8073931,-5.37149744,0.08,1.27,1.28,2.23,2,4.1,17,
705,83.81397645,-5.37402222,-0.35,1.59,-2.08,1.75,2,4.1,     ,
706,83.80917871,-5.37026792,-0.3,0.43,-0.4,2.27,2,4.1,18.8,
707,83.81190079,-5.37892517,2.41,1.75,-4.19,2.29,2,4.1,17.93,6
708,83.8128824,-5.37542074,-0.87,2.01,-3.24,0.84,2,4.1,     ,
709,83.81042353,-5.37741802,1.64,1.97,-2.54,0.62,2,4.1,     ,
710,83.80988925,-5.37213108,-0.88,3.98,3.67,1.74,2,4.1,     ,
711,83.81137927,-5.37495203,-0.7,0.97,0.42,0.73,2,4.1,     ,
712,83.81344516,-5.37693818,26.83,1.54,-18.43,1.46,2,4.1,15.09,
713,83.8087788,-5.37295852,-7.23,2.71,12.25,1.89,2,4.1,13.25,
714,83.82582004,-5.39209285,-0.22,0.25,-0.69,0.37,2,7.3,14.3,
715,83.81398606,-5.38927352,0.08,0.17,-0.91,0.18,2,11.8,17.03,
